Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,Education level,Reporting Type,Sex,Units,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,ISO3
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",426,Lesotho,SECOND,G,FEMALE,PERCENT,87.71044,88.61306,,,,83.55533,89.2104,87.25136,,,,,,,,100,91.21711,,,,,,,LSO
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",426,Lesotho,SECOND,G,MALE,PERCENT,85.49811,87.14107,,,,80.23331,84.57888,73.8573,,,,,,,,100,86.0262,,,,,,,LSO
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",430,Liberia,LOWSEC,G,BOTHSEX,PERCENT,,,,,,,55.11273,,57.79047,63.38932,,60.38915,,,60.43491,62.49139,,,,,,,,LBR
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",430,Liberia,LOWSEC,G,FEMALE,PERCENT,,,,,,,53.69128,,56.98925,62.94537,,61.61826,,,62.2449,61.62281,,,,,,,,LBR
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",430,Liberia,LOWSEC,G,MALE,PERCENT,,,,,,,55.18333,,57.82841,63.41224,,60.32637,,,60.34322,62.53937,,,,,,,,LBR
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",430,Liberia,PREPRI,G,BOTHSEX,PERCENT,,,,,,,29.03888,,,,,,,,,,50.03144,54.62732,,,,,,LBR
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",430,Liberia,PREPRI,G,FEMALE,PERCENT,,,,,,,32.47041,,,,,,,,,,51.07428,56.68474,,,,,,LBR
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",430,Liberia,PREPRI,G,MALE,PERCENT,,,,,,,26.36434,,,,,,,,,,48.65391,51.2558,,,,,,LBR
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",430,Liberia,PRIMAR,G,BOTHSEX,PERCENT,,,,,,,39.57617,,40.11332,47.76673,,56.36711,,,56.3885,,,70.17002,,,,,,LBR
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",430,Liberia,PRIMAR,G,FEMALE,PERCENT,,,,,,,44.75556,,47.06105,56.18098,,62.82528,,,62.89517,,,73.86753,,,,,,LBR
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",430,Liberia,PRIMAR,G,MALE,PERCENT,,,,,,,38.80999,,39.17857,46.54378,,55.32348,,,55.33189,,,69.33316,,,,,,LBR
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",430,Liberia,SECOND,G,BOTHSEX,PERCENT,,,,,,,,,,,,,,,54.6347,61.72369,,,,,,,,LBR
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",430,Liberia,SECOND,G,FEMALE,PERCENT,,,,,,,,,,,,,,,57.43146,60.70288,,,,,,,,LBR
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",430,Liberia,SECOND,G,MALE,PERCENT,,,,,,,,,,,,,,,54.49898,61.77827,,,,,,,,LBR
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",430,Liberia,UPPSEC,G,BOTHSEX,PERCENT,,,,,,,,,,,,,,,,59.87859,,,,,,,,LBR
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",430,Liberia,UPPSEC,G,FEMALE,PERCENT,,,,,,,,,,,,,,,,58.23529,,,,,,,,LBR
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",430,Liberia,UPPSEC,G,MALE,PERCENT,,,,,,,,,,,,,,,,59.95947,,,,,,,,LBR
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",450,Madagascar,LOWSEC,G,BOTHSEX,PERCENT,,,,,,,,,,,,,,,21.93009,,,21.55394,22.37617,21.85786,,,,MDG
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",450,Madagascar,LOWSEC,G,FEMALE,PERCENT,,,,,,,,,,,,,,,24.0269,,,24.88515,26.60821,26.85326,,,,MDG
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",450,Madagascar,LOWSEC,G,MALE,PERCENT,,,,,,,,,,,,,,,20.20979,,,18.91453,19.20816,18.24593,,,,MDG
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",450,Madagascar,PREPRI,G,BOTHSEX,PERCENT,,,,,,,,,,,50.86926,,,,16.93958,,,,,43.76496,,,,MDG
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",450,Madagascar,PREPRI,G,FEMALE,PERCENT,,,,,,,,,,,49.95638,,,,15.79032,,,,,46.61673,,,,MDG
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",450,Madagascar,PREPRI,G,MALE,PERCENT,,,,,,,,,,,82.74112,,,,26.44135,,,,,32.99139,,,,MDG
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",450,Madagascar,PRIMAR,G,BOTHSEX,PERCENT,,,,,,,,,,,,,20.98622,18.91444,16.66275,15.07264,14.87429,14.83743,14.70798,15.26897,,,,MDG
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",450,Madagascar,PRIMAR,G,FEMALE,PERCENT,,,,,,,,,,,,,23.54537,22.61511,19.85515,18.01287,17.83139,17.90168,18.18975,18.91167,,,,MDG
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",450,Madagascar,PRIMAR,G,MALE,PERCENT,,,,,,,,,,,,,17.79283,14.54626,12.64633,11.40397,11.23256,11.10743,10.70271,11.16281,,,,MDG
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",450,Madagascar,SECOND,G,BOTHSEX,PERCENT,,,,,,,,,,,,,,,20.68336,,,20.83894,20.17027,,,,,MDG
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",450,Madagascar,SECOND,G,FEMALE,PERCENT,,,,,,,,,,,,,,,22.32855,,,23.289,23.59275,,,,,MDG
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",450,Madagascar,SECOND,G,MALE,PERCENT,,,,,,,,,,,,,,,19.40836,,,18.98167,17.72487,,,,,MDG
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",450,Madagascar,UPPSEC,G,BOTHSEX,PERCENT,,,,,,,,,,,,,,,17.39473,,,18.99621,14.19056,15.88897,,,,MDG
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",450,Madagascar,UPPSEC,G,FEMALE,PERCENT,,,,,,,,,,,,,,,17.2749,,,18.77825,14.52541,16.14168,,,,MDG
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",450,Madagascar,UPPSEC,G,MALE,PERCENT,,,,,,,,,,,,,,,17.47445,,,19.14344,13.98011,15.73234,,,,MDG
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",454,Malawi,PRIMAR,G,BOTHSEX,PERCENT,,,,,,,,88.38222,87.17238,,95.91278,88.4466,91.62833,90.80983,,,,,,,,,,MWI
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",454,Malawi,PRIMAR,G,FEMALE,PERCENT,,,,,,,,90.94934,76.29578,,96.71533,89.55532,94.30332,91.42344,,,,,,,,,,MWI
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",454,Malawi,PRIMAR,G,MALE,PERCENT,,,,,,,,86.82392,93.94193,,95.37682,87.69759,89.83767,90.40198,,,,,,,,,,MWI
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",454,Malawi,SECOND,G,BOTHSEX,PERCENT,,,,,,,,50.21793,52.84548,,59.74018,59.36266,64.66514,65.61798,,,,,,,,,,MWI
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",454,Malawi,SECOND,G,FEMALE,PERCENT,,,,,,,,66.79225,61.18005,,75.14438,73.47394,,77.78718,,,,,,,,,,MWI
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",454,Malawi,SECOND,G,MALE,PERCENT,,,,,,,,44.71734,49.94292,,54.03184,53.81734,,60.67724,,,,,,,,,,MWI
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",458,Malaysia,PREPRI,G,BOTHSEX,PERCENT,,,,,,,,,,,,,,,,,,36.83697,39.13545,39.71577,38.7696,,,MYS
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",458,Malaysia,PREPRI,G,FEMALE,PERCENT,,,,,,,,,,,,,,,,,,36.13243,38.39234,39.19961,38.21834,,,MYS
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",458,Malaysia,PREPRI,G,MALE,PERCENT,,,,,,,,,,,,,,,,,,54.26975,57.4567,51.56916,52.40192,,,MYS
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",458,Malaysia,PRIMAR,G,BOTHSEX,PERCENT,97.8516,97.45839,94.91263,91.02599,91.04781,91.88586,95.08401,93.55487,93.2599,94.59269,95.35569,96.12115,96.43276,96.7133,98.64774,99.93439,99.73452,98.90949,,99.22375,96.63109,,,MYS
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",458,Malaysia,PRIMAR,G,FEMALE,PERCENT,,96.70604,93.76187,89.13256,89.129,90.4228,94.52416,93.55477,93.26023,94.5928,95.35534,96.12102,96.43272,96.44411,98.59542,99.93653,99.71439,98.95745,,99.23707,96.41572,,,MYS
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",458,Malaysia,PRIMAR,G,MALE,PERCENT,,98.97931,97.3073,94.75,94.93006,94.68754,96.26382,93.55508,93.25919,94.59247,95.35645,96.12146,96.43287,97.31525,98.76919,99.92949,99.78063,98.79959,,99.19305,97.12769,,,MYS
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",458,Malaysia,SECOND,G,BOTHSEX,PERCENT,,,,,,,99.40158,99.95088,96.17668,94.23212,94.22975,97.97991,99.41579,98.47147,99.40907,99.54005,99.1224,98.21283,93.43966,89.78892,90.50215,,,MYS
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",458,Malaysia,SECOND,G,FEMALE,PERCENT,,,,,,,99.35086,99.96661,95.51524,93.20711,93.40958,97.93919,99.54644,98.5897,99.55783,99.67278,99.37448,98.10077,93.77179,91.01208,91.23202,,,MYS
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",458,Malaysia,SECOND,G,MALE,PERCENT,,,,,,,99.49157,99.92219,97.45075,96.31678,95.91778,98.06726,99.12616,98.23115,99.06978,99.23235,98.58184,98.44473,92.75438,87.28528,88.95077,,,MYS
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",462,Maldives,LOWSEC,G,BOTHSEX,PERCENT,76.30252,84.56425,83.05191,,,84.71214,96.25731,89.72363,94.94008,95.5684,97.63371,98.37818,93.0968,98.92892,92.80598,93.28277,94.72334,96.81754,98.19035,94.10289,,,,
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",462,Maldives,LOWSEC,G,FEMALE,PERCENT,80.73394,87.13969,88.5214,,,88.90374,95.96774,91.29129,95.25826,95.39208,96.89737,98.18332,88.00922,98.51695,93.4767,94.65531,95.625,95.70423,97.70642,91.20469,,,,
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",462,Maldives,LOWSEC,G,MALE,PERCENT,74.62341,83.27796,80.46083,,,82.3351,96.43992,88.72611,94.73396,95.6846,98.14004,98.53529,98.21981,99.27928,92.29075,92.0839,93.92685,97.94034,98.69684,98.24695,,,,
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",462,Maldives,PREPRI,G,BOTHSEX,PERCENT,47.20195,56.59722,47.05882,49.6994,,40.89147,45.00818,,,37.83784,39.00325,49.51049,72.38205,71.56357,73.19738,80.66139,86.30824,87.86982,88.72293,,,,,
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",462,Maldives,PREPRI,G,FEMALE,PERCENT,48.70466,56.65399,47.21689,50.52411,,40.81633,44.98328,,,38.39611,39.57871,55.89172,76.46341,82.25966,73.25073,79.94012,85.87361,87.66086,88.68641,,,,,
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",462,Maldives,PREPRI,G,MALE,PERCENT,24,56,45,31.81818,,42.30769,46.15385,,,21.42857,14.28571,3.44828,4.08163,1.93548,0,98.18182,98,96.77419,90.90909,,,,,
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",462,Maldives,PRIMAR,G,BOTHSEX,PERCENT,66.45102,66.94136,63.82293,60.81229,,64.29563,67.59592,65.86774,67.92453,74.09194,76.95725,80.76336,77.4743,90.1202,86.05711,82.79755,85.72437,90.13453,91.85945,88.82769,,,,
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",462,Maldives,PRIMAR,G,FEMALE,PERCENT,65.64574,67.20542,63.92139,61.07035,,66.26506,66.68094,64.90658,67.08415,73.09919,77.01628,79.6524,75.74899,89.05597,85.46417,82.04334,85.07033,89.94895,91.7335,87.6524,,,,
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",462,Maldives,PRIMAR,G,MALE,PERCENT,67.67677,66.53193,63.65777,60.36172,,60.43165,69.73027,68.23177,70.08032,76.84887,76.79501,83.62445,82.03209,92.62537,87.79904,84.67466,87.54448,90.57315,92.16418,92.51424,,,,
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",462,Maldives,SECOND,G,BOTHSEX,PERCENT,,,81.49024,,,,,,,,94.89386,98.31169,93.87689,98.84868,92.10314,93.40495,94.86405,96.53061,98.33561,93.56562,,,,
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",462,Maldives,SECOND,G,FEMALE,PERCENT,,,85.81818,,,,,,,,94.74063,97.7662,89.66837,98.42474,93.65179,94.72656,95.82518,96.14014,97.89303,90.06565,,,,
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",462,Maldives,SECOND,G,MALE,PERCENT,,,79.40403,,,,,,,,94.99523,98.73345,98.1759,99.22441,90.94747,92.2865,94.03489,96.90722,98.78721,98.42137,,,,
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",462,Maldives,UPPSEC,G,BOTHSEX,PERCENT,,,,,,,,,,,94.51372,97.82016,97.84314,98.4127,87.69531,93.98625,95.52496,96.84385,98.9721,91.26344,,,,
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",462,Maldives,UPPSEC,G,FEMALE,PERCENT,,,,,,,,,,,91.60305,93.93939,97.75281,97.98658,94.89796,95.10204,96.83794,98.48485,98.76923,84.84108,,,,
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",462,Maldives,UPPSEC,G,MALE,PERCENT,,,,,,,,,,,95.92593,100,97.94239,98.88476,83.22785,93.17507,94.5122,95.56213,99.1573,99.10448,,,,
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",466,Mali,LOWSEC,G,BOTHSEX,PERCENT,,,,,,80,,,76.68647,73.72275,,72.453,,,,,,,55.41124,,,,,MLI
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",466,Mali,LOWSEC,G,FEMALE,PERCENT,,,,,,89.99193,,,91.06552,81.71978,,84.5092,,,,,,,63.89338,,,,,MLI
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",466,Mali,LOWSEC,G,MALE,PERCENT,,,,,,78.25904,,,74.49914,72.4552,,70.67431,,,,,,,53.82994,,,,,MLI
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",466,Mali,PREPRI,G,BOTHSEX,PERCENT,,,,,,,,,59.62126,58.49398,58.49825,58.65266,,,,,,,,,,,,MLI
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",466,Mali,PREPRI,G,FEMALE,PERCENT,,,,,,,,,59.76789,,,57.0297,,,,,,,,,,,,MLI
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",466,Mali,PREPRI,G,MALE,PERCENT,,,,,,,,,56.97674,,,82.52427,,,,,,,,,,,,MLI
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",466,Mali,PRIMAR,G,BOTHSEX,PERCENT,,,,,,,,,50.1439,49.98308,,52.42385,,,,,,,,,,,,MLI
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",466,Mali,PRIMAR,G,FEMALE,PERCENT,,,,,,,,,55.05392,55.51664,,56.60593,,,,,,,,,,,,MLI
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",466,Mali,PRIMAR,G,MALE,PERCENT,,,,,,,,,48.35668,47.96161,,50.79325,,,,,,,,,,,,MLI
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",466,Mali,SECOND,G,BOTHSEX,PERCENT,,,,,,,,,80.66564,,,,,,,,,,,,,,,MLI
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",466,Mali,SECOND,G,FEMALE,PERCENT,,,,,,,,,86.08072,,,,,,,,,,,,,,,MLI
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",466,Mali,SECOND,G,MALE,PERCENT,,,,,,,,,80.05056,,,,,,,,,,,,,,,MLI
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",466,Mali,UPPSEC,G,BOTHSEX,PERCENT,,,,,,,,,83.79623,,,,,,,,,,,,,,,MLI
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",466,Mali,UPPSEC,G,FEMALE,PERCENT,,,,,,,,,79.47368,,,,,,,,,,,,,,,MLI
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",466,Mali,UPPSEC,G,MALE,PERCENT,,,,,,,,,84.16381,,,,,,,,,,,,,,,MLI
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",470,Malta,PREPRI,G,BOTHSEX,PERCENT,,,,,,,,,,,,,,,96.66913,90.22556,83.59923,92.01278,,82.46716,,,,
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",470,Malta,PRIMAR,G,BOTHSEX,PERCENT,,,,,,,,,,,,,,,86.50062,84.66913,80.0952,82.31278,,80.87382,,,,
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",470,Malta,SECOND,G,BOTHSEX,PERCENT,,,,,,,,,,,,,,,,78.13205,76.92308,69.99168,,69.53428,,,,
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",584,Marshall Islands,LOWSEC,G,BOTHSEX,PERCENT,,,,,,,,,,,,,,,,,,,,48.42767,46.91849,,,
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",584,Marshall Islands,LOWSEC,G,FEMALE,PERCENT,,,,,,,,,,,,,,,,,,,,48.26087,43.95161,,,
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",584,Marshall Islands,LOWSEC,G,MALE,PERCENT,,,,,,,,,,,,,,,,,,,,48.583,49.80392,,,
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",584,Marshall Islands,PREPRI,G,BOTHSEX,PERCENT,,,100,,,,,,,,,,,,,,,,,,,,,
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",584,Marshall Islands,PREPRI,G,FEMALE,PERCENT,,,100,,,,,,,,,,,,,,,,,,,,,
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",584,Marshall Islands,PREPRI,G,MALE,PERCENT,,,100,,,,,,,,,,,,,,,,,,,,,
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",584,Marshall Islands,SECOND,G,BOTHSEX,PERCENT,,,,,,,,,,,,,,,,,,,,,55.38991,,,
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",584,Marshall Islands,SECOND,G,FEMALE,PERCENT,,,,,,,,,,,,,,,,,,,,,54.76773,,,
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",584,Marshall Islands,SECOND,G,MALE,PERCENT,,,,,,,,,,,,,,,,,,,,,55.93952,,,
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",584,Marshall Islands,UPPSEC,G,BOTHSEX,PERCENT,,,,,,,,,,,,,,,,,,,,,66.93767,,,
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",584,Marshall Islands,UPPSEC,G,FEMALE,PERCENT,,,,,,,,,,,,,,,,,,,,,71.42857,,,
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",584,Marshall Islands,UPPSEC,G,MALE,PERCENT,,,,,,,,,,,,,,,,,,,,,63.46154,,,
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",478,Mauritania,LOWSEC,G,BOTHSEX,PERCENT,,,,63.29114,,,100,100,100,100,,100,,,100,100,,,,93.01454,,,,MRT
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",478,Mauritania,LOWSEC,G,FEMALE,PERCENT,,,,55.21236,,,100,100,100,100,,100,,,100,100,,,,84.5283,,,,MRT
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",478,Mauritania,LOWSEC,G,MALE,PERCENT,,,,64.56933,,,100,100,100,100,,100,,,100,100,,,,94.13673,,,,MRT
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",478,Mauritania,PREPRI,G,BOTHSEX,PERCENT,,,,,100,,,,,,,,,,,,,,,,,,,MRT
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",478,Mauritania,PREPRI,G,FEMALE,PERCENT,,,,,100,,,,,,,,,,,,,,,,,,,MRT
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",478,Mauritania,PREPRI,G,MALE,PERCENT,,,,,0,,,,,,,,,,,,,,,,,,,MRT
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",478,Mauritania,PRIMAR,G,BOTHSEX,PERCENT,,,,,100,100,100,100,100,100,100,100,100,,91.21728,,,87.20231,91.19586,96.85508,,,,MRT
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",478,Mauritania,PRIMAR,G,FEMALE,PERCENT,,,,,100,100,100,100,100,100,100,100,100,,91.84036,,,86.59426,91.9756,97.28491,,,,MRT
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",478,Mauritania,PRIMAR,G,MALE,PERCENT,,,,,100,100,100,100,100,100,100,100,100,,90.86791,,,87.54979,90.80406,96.61917,,,,MRT
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",478,Mauritania,SECOND,G,BOTHSEX,PERCENT,,,,,100,,100,,,,,,,,86.8713,,,97.21319,,92.54624,,,,MRT
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",478,Mauritania,SECOND,G,FEMALE,PERCENT,,,,,100,,100,,,,,,,,90.625,,,85.81633,,75.56874,,,,MRT
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",478,Mauritania,SECOND,G,MALE,PERCENT,,,,,100,,100,,,,,,,,86.36745,,,98.67662,,94.68695,,,,MRT
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",478,Mauritania,UPPSEC,G,BOTHSEX,PERCENT,,,,,,,100,,,,,,,,75.85855,,75.97057,,,92.07303,,,,MRT
