Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,Reporting Type,Sex,Units,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,ISO3
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",222,El Salvador,G,BOTHSEX,PERCENT,67.0378,72.10358,75.16531,78.30371,,80.97267,82.06029,78.16686,79.66925,78.8843,83.56962,83.92041,80.9438,81.72621,86.32971,,,,,,,,,SLV
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",222,El Salvador,G,FEMALE,PERCENT,70.04623,73.66579,77.43164,80.29294,,81.9696,83.75337,79.47094,80.72026,79.0063,84.10386,84.82179,81.68264,82.3159,87.54032,,,,,,,,,SLV
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",222,El Salvador,G,MALE,PERCENT,64.15752,70.6078,72.99475,76.398,,80.01746,80.43789,76.91717,78.66216,78.7674,83.05766,83.0561,80.23561,81.16155,85.17162,,,,,,,,,SLV
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",226,Equatorial Guinea,G,BOTHSEX,PERCENT,45.43489,,,6.23265,,,,,,,,54.07838,52.94254,,,43.98108,,,,,,,,GNQ
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",226,Equatorial Guinea,G,FEMALE,PERCENT,47.0377,,,,,,,,,,,55.69734,54.51765,,,44.9103,,,,,,,,GNQ
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",226,Equatorial Guinea,G,MALE,PERCENT,43.85876,,,,,,,,,,,52.50159,51.41092,,,43.07817,,,,,,,,GNQ
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",232,Eritrea,G,BOTHSEX,PERCENT,15.57357,18.90855,22.52923,22.46215,29.29148,39.52268,37.72518,40.07284,35.88487,38.29832,38.88997,41.79751,42.94636,23.53396,21.38254,21.89513,,24.14498,26.7308,,,,,ERI
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",232,Eritrea,G,FEMALE,PERCENT,15.173,18.13098,21.62146,22.08293,28.98761,39.09565,38.16339,39.44122,34.52098,37.66064,38.21078,40.39757,42.05781,23.36129,21.30365,21.58393,,23.76171,26.53425,,,,,ERI
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",232,Eritrea,G,MALE,PERCENT,15.96782,19.67297,23.41945,22.83274,29.58725,39.93671,37.30171,40.68166,37.19776,38.91183,39.54329,43.14343,43.80027,23.69966,21.45818,22.1933,,24.51171,26.91873,,,,,ERI
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",233,Estonia,G,BOTHSEX,PERCENT,,,,,,,,,,,91.41794,91.64312,92.11298,91.65063,94.02876,93.19045,91.22685,93.17089,,,,,,EST
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",233,Estonia,G,FEMALE,PERCENT,,,,,,,,,,,93.57097,91.37141,90.43632,91.69022,94.43155,93.3236,92.71921,93.27764,,,,,,EST
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",233,Estonia,G,MALE,PERCENT,,,,,,,,,,,89.37264,91.9009,93.70298,91.61316,93.64854,93.0651,89.82469,93.0704,,,,,,EST
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",748,Eswatini,G,BOTHSEX,PERCENT,,,,,,,,,,,,18.92514,,,,,,,,,,,,SWZ
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",748,Eswatini,G,FEMALE,PERCENT,,,,,,,,,,,,18.74215,,,,,,,,,,,,SWZ
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",748,Eswatini,G,MALE,PERCENT,,,,,,,,,,,,19.10762,,,,,,,,,,,,SWZ
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",231,Ethiopia,G,BOTHSEX,PERCENT,,,,,,,,6.68707,6.29557,7.09685,5.19599,6.27363,24.86089,,34.55035,37.16064,,,,,42.98112,,,ETH
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",231,Ethiopia,G,FEMALE,PERCENT,,,,,,,,6.45914,6.13019,6.78793,5.02005,6.07764,26.16343,,33.15074,35.87642,,,,,41.34035,,,ETH
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",231,Ethiopia,G,MALE,PERCENT,,,,,,,,6.90948,6.4571,7.39897,5.36827,6.46564,23.58463,,35.91901,38.41496,,,,,44.5791,,,ETH
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",150,Europe,G,BOTHSEX,PERCENT,91.91724,92.07535,91.36529,90.85365,90.28,90.89617,91.79221,92.12376,92.92279,93.75603,94.18293,94.35436,93.54602,93.13374,94.48689,95.07801,95.3745,94.51524,93.88278,94.58958,94.49682,,,
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",150,Europe,G,FEMALE,PERCENT,91.56256,92.19051,91.46452,90.61056,90.3559,91.0919,91.83619,92.03299,92.92319,93.80019,94.26813,94.3162,93.52591,92.84639,,94.76804,95.27529,94.33263,93.70274,94.45612,94.37166,,,
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",150,Europe,G,MALE,PERCENT,92.25454,91.96643,91.27139,91.08488,90.20803,90.71046,91.75059,92.21021,92.92256,93.71438,94.10221,94.391,93.56547,93.40711,,95.30734,95.46901,94.68922,94.05344,94.71641,94.61608,,,
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",513,Europe and Northern America,G,BOTHSEX,PERCENT,87.36516,88.3429,88.56884,87.2207,86.2243,91.68998,87.8617,87.84896,86.83529,87.48733,89.13721,90.35241,91.09775,92.1983,93.19715,93.84321,94.09008,93.28713,92.73764,93.11635,93.36492,,,
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",513,Europe and Northern America,G,FEMALE,PERCENT,86.99653,88.44119,88.83047,87.39677,86.76198,91.69555,87.70252,88.00372,87.42196,87.28132,89.03601,90.28035,91.1557,92.20719,92.95544,93.39104,94.36579,93.33421,93.21414,93.06472,93.3625,,,
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",513,Europe and Northern America,G,MALE,PERCENT,87.71946,88.25332,88.32399,87.05789,85.71612,91.68867,88.01591,87.70429,86.28006,87.68686,89.23678,90.42463,91.04598,92.19374,93.34284,94.22962,93.83185,93.24679,92.28858,93.16689,93.36796,,,
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",242,Fiji,G,BOTHSEX,PERCENT,,,,,48.63543,,49.61534,,,,,,,,,,,,,99.37147,87.01861,,,FJI
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",242,Fiji,G,FEMALE,PERCENT,,,,,50.25034,,50.57342,,,,,,,,,,,,,98.71174,84.65529,,,FJI
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",242,Fiji,G,MALE,PERCENT,,,,,47.12853,,48.72331,,,,,,,,,,,,,100,89.26808,,,FJI
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",246,Finland,G,BOTHSEX,PERCENT,72.80631,89.89855,93.99527,93.50964,95.99108,95.27833,98.93468,99.35048,99.6624,98.95543,99.8037,99.42053,99.42073,99.64332,97.95695,97.57176,98.57555,99.12367,97.39955,98.83657,,,,FIN
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",246,Finland,G,FEMALE,PERCENT,72.45299,90.24157,93.69961,93.00542,96.35584,95.31632,98.92891,98.67157,99.40698,98.59582,100,98.81502,99.72236,99.64056,97.48549,97.56724,98.7594,98.66356,96.77006,97.74737,,,,FIN
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",246,Finland,G,MALE,PERCENT,73.14671,89.56776,94.28038,93.9953,95.64037,95.24187,98.9402,100,99.90664,99.2993,99.61591,100,99.13199,99.64596,98.40826,97.57609,98.39967,99.56359,98.00107,99.87663,,,,FIN
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",250,France,G,BOTHSEX,PERCENT,97.21184,97.2454,96.91062,97.2802,96.36284,99.66929,99.6801,99.88926,99.64069,99.81399,99.80715,99.76006,99.74091,99.71889,99.5939,99.73162,99.94797,99.87419,99.79003,99.9157,,,,-99
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",250,France,G,FEMALE,PERCENT,97.21628,97.25465,97.28611,97.59203,96.55094,100,100,99.77362,100,99.62008,100,100,100,100,99.50352,100,99.89382,99.7436,100,99.82782,,,,-99
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",250,France,G,MALE,PERCENT,97.20761,97.23659,96.55434,96.98541,96.18395,99.35541,99.37646,100,99.2996,100,99.62355,99.53088,99.49355,99.45053,99.6804,99.47609,100,100,99.58997,100,,,,-99
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",270,Gambia,G,BOTHSEX,PERCENT,,,,,,,,34.50854,,,48.58407,,,44.45621,52.77867,54.53153,54.21429,56.44882,58.27576,60.98242,60.22788,57.77146,,GMB
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",270,Gambia,G,FEMALE,PERCENT,,,,,,,,36.30479,,,49.74249,,,45.66711,54.00156,55.93483,56.20902,58.36149,60.71944,63.97966,62.68992,60.58453,,GMB
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",270,Gambia,G,MALE,PERCENT,,,,,,,,32.74062,,,47.44613,,,43.26797,51.57895,53.15536,52.25883,54.57363,55.87992,58.04418,57.81459,55.01455,,GMB
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",268,Georgia,G,BOTHSEX,PERCENT,,,,,49.88471,49.031,48.94592,47.81638,,,,,,,,,,,,,,,,GEO
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",268,Georgia,G,FEMALE,PERCENT,,,,,54.08181,52.04424,48.20552,50.53588,,,,,,,,,,,,,,,,GEO
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",268,Georgia,G,MALE,PERCENT,,,,,46.18578,46.39552,49.58939,45.4516,,,,,,,,,,,,,,,,GEO
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",276,Germany,G,BOTHSEX,PERCENT,81.71891,87.54241,89.96396,90.70585,87.6112,87.75722,93.04173,92.49876,93.42025,94.58757,96.84013,96.13405,95.52959,98.66246,99.55753,98.0371,99.65813,98.75089,98.83738,97.02492,,,,DEU
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",276,Germany,G,FEMALE,PERCENT,77.86504,88.40011,90.56375,87.97194,88.72617,88.8467,93.03956,92.22973,93.32773,94.61508,96.84582,96.16237,95.44667,98.66171,99.92221,98.24688,100,98.93907,99.00785,97.35184,,,,DEU
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",276,Germany,G,MALE,PERCENT,85.38491,86.7266,89.39346,93.30653,86.5503,86.72018,93.04379,92.75492,93.50832,94.56139,96.83471,96.10711,95.60832,98.66318,99.21206,97.8385,99.33457,98.57312,98.67654,96.71655,,,,DEU
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",288,Ghana,G,BOTHSEX,PERCENT,,,,,,,,65.62487,73.8588,75.20163,,79.25278,84.03533,86.1613,,,,82.34057,90.9837,86.85249,93.26378,,,GHA
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",288,Ghana,G,FEMALE,PERCENT,,,,,,,,66.752,75.1724,76.51394,,80.50591,,87.23554,,,,83.40963,93.37377,87.62635,94.17774,,,GHA
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",288,Ghana,G,MALE,PERCENT,,,,,,,,64.54245,72.59779,73.94215,,78.04877,,85.1292,,,,81.31408,88.6906,86.11054,92.38782,,,GHA
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",292,Gibraltar,G,BOTHSEX,PERCENT,,,,,,,,,,,,,,,,,99.53526,,,96.95235,93.11091,,,
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",292,Gibraltar,G,FEMALE,PERCENT,,,,,,,,,,,,,,,,,100,,,100,100,,,
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",292,Gibraltar,G,MALE,PERCENT,,,,,,,,,,,,,,,,,99.09091,,,94.11062,86.72513,,,
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",300,Greece,G,BOTHSEX,PERCENT,85.3211,82.49658,79.64297,79.25921,76.91595,77.42306,81.00651,76.82051,,,94.39166,97.11562,98.1872,95.62598,98.1403,100,94.90833,92.74427,94.73621,96.66166,,,,GRC
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",300,Greece,G,FEMALE,PERCENT,85.98814,81.76157,80.57041,79.73062,77.18201,77.25899,80.32528,75.99083,,,94.01907,96.76899,97.94619,94.98131,93.88401,98.29721,95.94618,93.66481,95.42953,97.42108,,,,GRC
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",300,Greece,G,MALE,PERCENT,84.69459,83.18819,78.76567,78.81081,76.66152,77.58064,81.66236,77.61768,,,94.74723,97.44574,98.41613,96.2364,93.40208,96.84,93.93683,91.88332,94.08771,95.95078,,,,GRC
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",308,Grenada,G,BOTHSEX,PERCENT,,,98.36735,99.51686,98.71527,,,98.55327,98.66146,94.99178,97.6931,,,99.10735,93.14159,83.43132,87.68155,89.90333,97.24324,,84.77185,,,
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",308,Grenada,G,FEMALE,PERCENT,,,99.37952,99.0201,100,,,97.04501,97.26047,100,100,,,100,90.19384,82.04846,85.71429,88.53363,98.6711,,84.28732,,,
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",308,Grenada,G,MALE,PERCENT,,,97.38167,100,97.47113,,,100,100,90.2158,95.49727,,,98.26542,95.91837,84.7352,89.53975,91.20419,95.88173,,85.23707,,,
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",320,Guatemala,G,BOTHSEX,PERCENT,59.02822,63.5829,65.02453,,73.61212,72.9109,78.76257,78.32164,78.33839,87.17946,85.45357,81.0139,75.45387,75.84728,77.73075,80.25983,78.12357,81.21461,85.12712,83.89499,82.53663,,,GTM
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",320,Guatemala,G,FEMALE,PERCENT,58.4758,63.42135,64.69412,,74.02788,73.27201,79.33212,79.03279,79.0323,88.29034,86.79925,82.0012,76.0902,75.9871,78.18115,80.65489,78.45342,81.46168,85.36975,84.29711,82.78684,,,GTM
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",320,Guatemala,G,MALE,PERCENT,59.562,63.73901,65.3436,,73.21171,72.56366,78.21537,77.63891,77.67266,86.11478,84.16384,80.06808,74.84445,75.7134,77.29952,79.88162,77.80778,80.97807,84.89485,83.51002,82.29708,,,GTM
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",324,Guinea,G,BOTHSEX,PERCENT,,,,,15.51885,14.49654,16.66782,17.31495,22.95889,21.9307,23.07352,30.42199,36.48048,37.97369,42.00564,,41.52095,,,,47.26241,,,GIN
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",324,Guinea,G,FEMALE,PERCENT,,,,,15.20786,14.26933,16.57067,17.34846,23.09706,21.74066,22.22814,29.05942,35.461,36.40228,40.24347,,39.67026,,,,45.47904,,,GIN
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",324,Guinea,G,MALE,PERCENT,,,,,15.82556,14.72043,16.7635,17.28192,22.82259,22.11833,23.9088,31.76903,37.48944,39.52975,43.7507,,43.35142,,,,49.02367,,,GIN
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",624,Guinea-Bissau,G,BOTHSEX,PERCENT,16.74574,,,,,,,,,,28.72229,,,,,,,,,,,,,GNB
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",624,Guinea-Bissau,G,FEMALE,PERCENT,15.2073,,,,,,,,,,28.44635,,,,,,,,,,,,,GNB
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",624,Guinea-Bissau,G,MALE,PERCENT,18.29698,,,,,,,,,,28.99644,,,,,,,,,,,,,GNB
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",328,Guyana,G,BOTHSEX,PERCENT,,,,93.77513,,,,,84.39657,87.95307,87.8233,91.71801,95.15374,,,,,,,,,,,GUY
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",328,Guyana,G,FEMALE,PERCENT,,,,94.78658,,,,,82.60556,86.32256,86.23105,88.69337,94.25411,,,,,,,,,,,GUY
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",328,Guyana,G,MALE,PERCENT,,,,92.80295,,,,,86.15004,89.57615,89.43236,94.79807,96.06504,,,,,,,,,,,GUY
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",336,Holy See,G,BOTHSEX,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",336,Holy See,G,FEMALE,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",336,Holy See,G,MALE,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",340,Honduras,G,BOTHSEX,PERCENT,82.36244,,,45.67805,48.62521,48.34023,56.85873,54.4698,60.65544,63.70964,67.10475,71.92564,73.1558,72.47648,79.78424,73.09403,76.86484,78.11174,79.41059,76.85337,75.76176,,,HND
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",340,Honduras,G,FEMALE,PERCENT,83.22446,,,46.26202,49.34509,49.58311,58.04214,55.1148,61.34137,66.45613,67.93783,72.64291,74.15326,73.23702,80.54744,74.51341,78.10604,78.69824,80.24861,77.89244,76.76219,,,HND
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",340,Honduras,G,MALE,PERCENT,81.53004,,,45.11554,47.93224,47.14488,55.72167,53.85073,59.99779,61.07842,66.30677,71.23854,72.19978,71.747,79.05179,71.73183,75.6742,77.54954,78.60801,75.85909,74.80499,,,HND
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",348,Hungary,G,BOTHSEX,PERCENT,98.24767,98.86292,96.67435,94.85531,95.13001,96.43151,96.68523,99.93718,99.04933,96.88099,94.18121,92.62773,95.1529,95.98097,92.77204,93.77607,91.49031,87.08515,86.91805,93.18249,,,,HUN
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",348,Hungary,G,FEMALE,PERCENT,96.41494,97.67248,96.35787,94.4525,94.34318,96.56209,95.98786,99.87077,98.8402,96.89652,93.96209,92.79849,94.51035,95.81942,92.34602,93.3363,90.66064,86.94598,86.02527,91.81928,,,,HUN
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",348,Hungary,G,MALE,PERCENT,100,100,96.9762,95.23878,95.87745,96.30773,97.34541,100,99.24699,96.86631,94.38812,92.46661,95.76008,96.13394,93.17638,94.19432,92.28047,87.21777,87.76864,94.48042,,,,HUN
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",352,Iceland,G,BOTHSEX,PERCENT,88.59593,87.70317,90.09146,90.80667,95.77366,97.52066,99.7003,96.19539,96.79922,96.0542,97.20865,95.65118,97.22781,94.4117,97.71221,99.78426,98.77015,94.20382,96.6401,95.01428,,,,ISL
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",352,Iceland,G,FEMALE,PERCENT,89.31699,85.87004,89.91559,90.16092,95.20614,99.70209,100,95.14271,97.23593,96.47343,96.78791,93.90698,96.25742,92.69386,97.66108,100,100,95.00438,97.04325,97.81152,,,,ISL
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",352,Iceland,G,MALE,PERCENT,87.90424,89.46706,90.26057,91.42731,96.31845,95.42857,99.41313,97.20751,96.3775,95.6481,97.61687,97.34114,98.15951,96.04255,97.76027,99.58312,97.62495,93.4514,96.25578,92.30769,,,,ISL
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",356,India,G,BOTHSEX,PERCENT,,,,,,,,,,,,,,,,,,,,,85.24377,,,IND
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",356,India,G,FEMALE,PERCENT,,,,,,,,,,,,,,,,,,,,,85.68691,,,IND
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",356,India,G,MALE,PERCENT,,,,,,,,,,,,,,,,,,,,,84.84176,,,IND
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",360,Indonesia,G,BOTHSEX,PERCENT,,,,,,,87.60485,92.95284,,91.03691,86.54385,,99.15405,99.44986,99.24812,,95.55287,96.03033,95.7982,,,,,IDN
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",360,Indonesia,G,FEMALE,PERCENT,,,,,,,86.86777,92.49923,,92.23217,88.59434,,100,100,98.45163,,100,100,100,,,,,IDN
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",360,Indonesia,G,MALE,PERCENT,,,,,,,88.31455,93.38785,,89.90248,84.60637,,98.35707,98.93124,100,,91.33843,92.25919,91.79486,,,,,IDN
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",364,Iran (Islamic Republic of),G,BOTHSEX,PERCENT,,,,30.04191,,,,,,,,,,36.6939,39.16916,48.75869,50.77634,,,65.51374,64.41477,,,IRN
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",364,Iran (Islamic Republic of),G,FEMALE,PERCENT,,,,31.66896,,,,,,,,,,36.83695,38.66709,48.85929,51.10196,,,66.12577,65.44375,,,IRN
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",364,Iran (Islamic Republic of),G,MALE,PERCENT,,,,28.47558,,,,,,,,,,36.55703,39.64797,48.66298,50.46664,,,64.93726,63.44689,,,IRN
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",368,Iraq,G,BOTHSEX,PERCENT,5.60811,,,3.69743,6.10368,,,17.7364,,,,,,,,,,,,,,,,IRQ
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",368,Iraq,G,FEMALE,PERCENT,5.61206,,,3.70958,6.16213,,,17.14702,,,,,,,,,,,,,,,,IRQ
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",368,Iraq,G,MALE,PERCENT,5.60439,,,3.68594,6.04838,,,18.29486,,,,,,,,,,,,,,,,IRQ
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",372,Ireland,G,BOTHSEX,PERCENT,,,,,,,,,,,,99.83424,97.79276,98.43741,97.51016,96.51567,97.93374,99.89556,98.95678,99.85873,,,,IRL
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",372,Ireland,G,FEMALE,PERCENT,,,,,,,,,,,,99.66053,98.91403,99.02077,97.93046,96.50649,98.36621,100,100,99.71092,,,,IRL
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",372,Ireland,G,MALE,PERCENT,,,,,,,,,,,,100,96.71404,97.8737,97.10364,96.52474,97.51622,99.79553,97.96711,100,,,,IRL
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",376,Israel,G,BOTHSEX,PERCENT,96.90186,99.41477,96.44034,99.54614,99.53693,99.91106,99.75019,99.64677,99.23274,98.33739,99.75996,99.76144,99.87744,99.8692,99.47431,99.46906,99.67772,99.08776,99.71071,99.75913,,,,ISR
