Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,Age,Location,Reporting Type,Sex,Type of skill,Units,2013,2014,2015,2016,2017,2018,2019,2020,ISO3
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",480,Mauritius,,,G,MALE,INST,PERCENT,,,,,,,,24.90612,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",480,Mauritius,,,G,MALE,PCPR,PERCENT,,,,,,,,3.8492,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",480,Mauritius,,,G,MALE,SOFT,PERCENT,,,,,,,,20.18457,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",480,Mauritius,,,G,MALE,TRAF,PERCENT,,,,,,,,31.95934,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",484,Mexico,,,G,BOTHSEX,ARSP,PERCENT,,,,25.56144,25.59116,26.9932,25.9228,24.41948,MEX
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",484,Mexico,,,G,BOTHSEX,CMFL,PERCENT,,,,35.66722,32.83804,33.69994,31.77882,29.76965,MEX
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",484,Mexico,,,G,BOTHSEX,COPA,PERCENT,,,,,,,31.77882,,MEX
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",484,Mexico,,,G,BOTHSEX,EMAIL,PERCENT,,,,35.35466,33.69917,34.41549,32.94116,32.36064,MEX
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",484,Mexico,,,G,BOTHSEX,EPRS,PERCENT,,,,31.04468,29.33073,30.68809,28.91332,26.93062,MEX
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",484,Mexico,,,G,BOTHSEX,INST,PERCENT,,,,21.51695,21.96879,23.53042,22.54167,21.54408,MEX
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",484,Mexico,,,G,BOTHSEX,PCPR,PERCENT,,,,,,7.71311,7.06103,6.77946,MEX
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",484,Mexico,,,G,BOTHSEX,SOFT,PERCENT,,,,16.74286,20.20373,20.80462,18.40576,18.29865,MEX
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",484,Mexico,,,G,FEMALE,ARSP,PERCENT,,,,23.68968,23.92096,25.63194,23.70892,,MEX
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",484,Mexico,,,G,FEMALE,CMFL,PERCENT,,,,33.60092,30.80255,31.94645,,,MEX
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",484,Mexico,,,G,FEMALE,COPA,PERCENT,,,,,,,29.53547,,MEX
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",484,Mexico,,,G,FEMALE,EMAIL,PERCENT,,,,33.80641,31.71814,32.76255,30.70086,,MEX
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",484,Mexico,,,G,FEMALE,EPRS,PERCENT,,,,29.64433,28.14997,29.76003,26.98721,,MEX
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",484,Mexico,,,G,FEMALE,INST,PERCENT,,,,17.86584,18.73546,20.61422,19.37798,,MEX
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",484,Mexico,,,G,FEMALE,PCPR,PERCENT,,,,,,6.73442,5.6418,,MEX
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",484,Mexico,,,G,FEMALE,SOFT,PERCENT,,,,13.94264,28.5455,19.52653,16.16747,,MEX
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",484,Mexico,,,G,MALE,ARSP,PERCENT,,,,27.6598,27.37989,28.50152,28.39602,,MEX
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",484,Mexico,,,G,MALE,CMFL,PERCENT,,,,37.98369,35.01796,35.64286,,,MEX
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",484,Mexico,,,G,MALE,COPA,PERCENT,,,,,,,34.28496,,MEX
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",484,Mexico,,,G,MALE,EMAIL,PERCENT,,,,37.09035,35.82079,36.24701,35.44389,,MEX
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",484,Mexico,,,G,MALE,EPRS,PERCENT,,,,32.61457,30.59528,31.71642,31.06504,,MEX
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",484,Mexico,,,G,MALE,INST,PERCENT,,,,25.61008,25.43156,26.76167,26.07597,,MEX
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",484,Mexico,,,G,MALE,PCPR,PERCENT,,,,,,8.79754,8.64651,,MEX
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",484,Mexico,,,G,MALE,SOFT,PERCENT,,,,19.8821,35.75982,22.22078,20.90624,,MEX
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",496,Mongolia,,,G,BOTHSEX,ARSP,PERCENT,,,,,,13.50998,11.51998,,MNG
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",496,Mongolia,,,G,BOTHSEX,CMFL,PERCENT,,,,,,16.84,14.1,,MNG
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",496,Mongolia,,,G,BOTHSEX,COPA,PERCENT,,,,,,16.89002,14.82999,,MNG
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",496,Mongolia,,,G,BOTHSEX,EMAIL,PERCENT,,,,,,14.85999,12.18002,,MNG
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",496,Mongolia,,,G,BOTHSEX,EPRS,PERCENT,,,,,,9.85998,8.65,,MNG
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",496,Mongolia,,,G,BOTHSEX,INST,PERCENT,,,,,,11.11,8.88001,,MNG
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",496,Mongolia,,,G,BOTHSEX,PCPR,PERCENT,,,,,,4.27,2.80998,,MNG
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",496,Mongolia,,,G,BOTHSEX,SOFT,PERCENT,,,,,,10.58998,9.71002,,MNG
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",496,Mongolia,,,G,BOTHSEX,TRAF,PERCENT,,,,,,11.15002,9.21999,,MNG
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",499,Montenegro,,,G,BOTHSEX,ARSP,PERCENT,,,,,,25.30292,27.66243,29.79612,MNE
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",499,Montenegro,,,G,BOTHSEX,CMFL,PERCENT,,,66.4097,68.71985,69.92245,70.88759,72.80103,,MNE
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",499,Montenegro,,,G,BOTHSEX,EPRS,PERCENT,,,14.95644,21.69829,27.97952,30.1068,32.5577,31.33652,MNE
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",499,Montenegro,,,G,BOTHSEX,INST,PERCENT,,,,,37.66047,,,,MNE
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",499,Montenegro,,,G,BOTHSEX,PCPR,PERCENT,,,1.19622,1.70635,2.94093,3.56127,4.07241,5.83967,MNE
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",499,Montenegro,,,G,BOTHSEX,SOFT,PERCENT,,,22.48468,28.66244,37.66047,39.48999,41.06747,20.59535,MNE
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",499,Montenegro,,,G,BOTHSEX,TRAF,PERCENT,,,63.04097,65.574,68.69031,68.7777,70.47263,70.45254,MNE
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",499,Montenegro,,,G,FEMALE,ARSP,PERCENT,,,,,,23.89559,28.14758,32.37644,MNE
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",499,Montenegro,,,G,FEMALE,CMFL,PERCENT,,,61.01854,65.03766,66.06395,70.48556,,,MNE
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",499,Montenegro,,,G,FEMALE,EPRS,PERCENT,,,13.13659,18.42945,25.16464,28.49707,33.23606,36.36338,MNE
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",499,Montenegro,,,G,FEMALE,INST,PERCENT,,,,,32.64936,,,,MNE
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",499,Montenegro,,,G,FEMALE,PCPR,PERCENT,,,0.51151,1.8889,1.86835,2.70364,3.8138,4.86815,MNE
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",499,Montenegro,,,G,FEMALE,SOFT,PERCENT,,,18.16609,21.97011,,36.52894,36.85147,20.51673,MNE
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",499,Montenegro,,,G,FEMALE,TRAF,PERCENT,,,60.01835,60.88973,65.33091,68.95883,70.00787,68.73279,MNE
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",499,Montenegro,,,G,MALE,ARSP,PERCENT,,,,,,26.44406,27.29139,27.65509,MNE
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",499,Montenegro,,,G,MALE,CMFL,PERCENT,,,70.4963,70.81093,72.0088,71.21362,,,MNE
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",499,Montenegro,,,G,MALE,EPRS,PERCENT,,,16.33593,23.55463,29.50158,31.41204,32.03876,27.1647,MNE
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",499,Montenegro,,,G,MALE,INST,PERCENT,,,,,40.37007,,,,MNE
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",499,Montenegro,,,G,MALE,PCPR,PERCENT,,,1.71525,1.60268,3.52089,4.25667,4.27028,6.64594,MNE
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",499,Montenegro,,,G,MALE,SOFT,PERCENT,,,25.75826,32.46293,,41.89096,44.29291,20.66059,MNE
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",499,Montenegro,,,G,MALE,TRAF,PERCENT,,,65.33255,68.23415,70.5068,68.63082,70.82868,71.87977,MNE
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",504,Morocco,,,G,BOTHSEX,ARSP,PERCENT,21.68964,15.81742,13.1,18.67345,19.45599,22.37392,22.47273,22.23554,MAR
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",504,Morocco,,,G,BOTHSEX,CMFL,PERCENT,31.81869,36.7644,35.3,45.03353,47.75,50.22767,50.95989,,MAR
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",504,Morocco,,,G,BOTHSEX,COPA,PERCENT,34.91866,34.20872,31.6,44.22892,45.89,48.08417,49.06124,54.25803,MAR
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",504,Morocco,,,G,BOTHSEX,EMAIL,PERCENT,26.02481,24.91214,25.5,28.93742,31.838,33.55233,34.94531,39.56044,MAR
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",504,Morocco,,,G,BOTHSEX,EPRS,PERCENT,12.48593,15.73042,8.9,16.08258,18.89427,18.85256,18.47949,18.91338,MAR
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",504,Morocco,,,G,BOTHSEX,INST,PERCENT,25.89618,22.87447,19.7,26.48613,33.91949,35.34698,34.30306,35.45699,MAR
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",504,Morocco,,,G,BOTHSEX,PCPR,PERCENT,,12.67929,1.6,4.98318,6.89,6.75733,9.29889,9.5201,MAR
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",504,Morocco,,,G,BOTHSEX,SOFT,PERCENT,21.56039,19.85665,22.6,31.5858,34.753,34.91392,35.75168,36.76338,MAR
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",504,Morocco,,,G,BOTHSEX,TRAF,PERCENT,18.99573,16.03274,15.9,23.82264,24.31119,25.3119,25.7546,25.93941,MAR
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",504,Morocco,,,G,FEMALE,ARSP,PERCENT,,10.97201,10.05235,18.46076,18.87053,18.65051,,,MAR
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",504,Morocco,,,G,FEMALE,CMFL,PERCENT,,30.52115,31.06536,42.24583,42.86152,42.67411,,,MAR
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",504,Morocco,,,G,FEMALE,COPA,PERCENT,,27.55529,28.67869,42.05724,42.70902,42.28015,,,MAR
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",504,Morocco,,,G,FEMALE,EMAIL,PERCENT,,17.78633,22.77297,27.33987,28.00973,28.8307,,,MAR
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",504,Morocco,,,G,FEMALE,EPRS,PERCENT,,10.45506,7.56437,15.1925,16.31479,15.64278,,,MAR
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",504,Morocco,,,G,FEMALE,INST,PERCENT,,17.33565,16.53832,23.87886,29.9916,32.51268,,,MAR
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",504,Morocco,,,G,FEMALE,PCPR,PERCENT,,7.29037,0.78693,3.99614,4.87035,4.65262,,,MAR
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",504,Morocco,,,G,FEMALE,SOFT,PERCENT,,14.2586,19.4691,28.99858,30.32466,29.9268,,,MAR
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",504,Morocco,,,G,FEMALE,TRAF,PERCENT,,9.61545,13.28,21.1715,21.3038,22.56763,,,MAR
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",504,Morocco,,,G,MALE,ARSP,PERCENT,,20.9715,16.2035,18.88888,20.04887,26.14352,,,MAR
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",504,Morocco,,,G,MALE,CMFL,PERCENT,,43.40537,39.61225,47.85714,52.70035,57.87495,,,MAR
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",504,Morocco,,,G,MALE,COPA,PERCENT,,41.286,34.57485,46.42857,49.11124,53.9602,,,MAR
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",504,Morocco,,,G,MALE,EMAIL,PERCENT,,32.4919,28.27701,30.55556,35.71473,38.33253,,,MAR
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",504,Morocco,,,G,MALE,EPRS,PERCENT,,21.34183,10.26011,16.98412,21.5064,22.10216,,,MAR
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",504,Morocco,,,G,MALE,INST,PERCENT,,28.76614,22.91962,29.12699,37.89711,38.21645,,,MAR
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",504,Morocco,,,G,MALE,PCPR,PERCENT,,18.41151,2.42797,5.98294,8.93521,8.88816,,,MAR
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",504,Morocco,,,G,MALE,SOFT,PERCENT,,25.81131,25.78828,34.20635,39.23739,39.96291,,,MAR
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",504,Morocco,,,G,MALE,TRAF,PERCENT,,22.85883,18.56802,26.50794,27.35665,28.09022,,,MAR
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",528,Netherlands,,,G,BOTHSEX,ARSP,PERCENT,,43.05556,47.58621,50.68493,51.70068,49.32432,53.69128,,NLD
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",528,Netherlands,,,G,BOTHSEX,CMFL,PERCENT,,72.22222,64.82759,67.12329,70.7483,66.89189,69.12752,,NLD
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",528,Netherlands,,,G,BOTHSEX,COPA,PERCENT,,70.83333,66.2069,70.54795,72.78912,69.59459,72.48322,,NLD
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",528,Netherlands,,,G,BOTHSEX,EMAIL,PERCENT,84.3009,79.86111,,,,,,89.33333,NLD
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",528,Netherlands,,,G,BOTHSEX,EPRS,PERCENT,,48.61111,41.37931,42.46575,43.53741,41.21622,44.2953,,NLD
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",528,Netherlands,,,G,BOTHSEX,INST,PERCENT,,37.5,,,,,,,NLD
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",528,Netherlands,,,G,BOTHSEX,PCPR,PERCENT,,9.02778,6.89655,8.21918,8.16327,7.43243,8.72483,,NLD
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",528,Netherlands,,,G,BOTHSEX,SOFT,PERCENT,,,63.44828,67.12329,68.02721,66.21622,70.4698,,NLD
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",528,Netherlands,,,G,BOTHSEX,TRAF,PERCENT,,61.80556,59.31034,60.27397,62.58503,57.43243,63.75839,,NLD
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",528,Netherlands,,,G,FEMALE,ARSP,PERCENT,,38.4871,43.85551,48.8483,,,,,NLD
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",528,Netherlands,,,G,FEMALE,CMFL,PERCENT,,73.438,65.1499,68.1195,,,,,NLD
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",528,Netherlands,,,G,FEMALE,COPA,PERCENT,,71.8174,66.4576,71.80941,,,,,NLD
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",528,Netherlands,,,G,FEMALE,EMAIL,PERCENT,82.0816,,,,,,,,NLD
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",528,Netherlands,,,G,FEMALE,EPRS,PERCENT,,45.3896,38.02051,39.38991,,,,,NLD
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",528,Netherlands,,,G,FEMALE,INST,PERCENT,,26.46421,,,,,,,NLD
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",528,Netherlands,,,G,FEMALE,PCPR,PERCENT,,3.6161,2.886,4.1113,,,,,NLD
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",528,Netherlands,,,G,FEMALE,SOFT,PERCENT,,,63.6056,67.8667,,,,,NLD
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",528,Netherlands,,,G,FEMALE,TRAF,PERCENT,,61.1303,58.9943,61.89459,,,,,NLD
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",528,Netherlands,,,G,MALE,ARSP,PERCENT,,57.0683,59.07461,62.7945,,,,,NLD
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",528,Netherlands,,,G,MALE,CMFL,PERCENT,,81.34539,73.2098,75.8925,,,,,NLD
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",528,Netherlands,,,G,MALE,COPA,PERCENT,,78.1901,73.39161,76.9156,,,,,NLD
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",528,Netherlands,,,G,MALE,EMAIL,PERCENT,86.51821,,,,,,,,NLD
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",528,Netherlands,,,G,MALE,EPRS,PERCENT,,56.1123,47.1501,49.0731,,,,,NLD
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",528,Netherlands,,,G,MALE,INST,PERCENT,,57.2209,,,,,,,NLD
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",528,Netherlands,,,G,MALE,PCPR,PERCENT,,16.5287,11.32239,12.6994,,,,,NLD
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",528,Netherlands,,,G,MALE,SOFT,PERCENT,,,71.369,75.295,,,,,NLD
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",528,Netherlands,,,G,MALE,TRAF,PERCENT,,71.5703,67.79051,67.8925,,,,,NLD
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",562,Niger,,,G,BOTHSEX,ARSP,PERCENT,,,,,1.10214,,,,NER
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",562,Niger,,,G,BOTHSEX,CMFL,PERCENT,,,,,12.97608,,,,NER
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",562,Niger,,,G,BOTHSEX,COPA,PERCENT,,,,,7.71836,,,,NER
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",562,Niger,,,G,BOTHSEX,EMAIL,PERCENT,,,,,6.16895,,,,NER
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",562,Niger,,,G,BOTHSEX,EPRS,PERCENT,,,,,0.89316,,,,NER
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",562,Niger,,,G,BOTHSEX,INST,PERCENT,,,,,4.55859,,,,NER
