Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,Education level,Reporting Type,Sex,Type of skill,Units,2000,2001,2003,2004,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2021,ISO3
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),380,Italy,PRIMAR,G,MALE,SKILL_MATH,PERCENT,,,67.08,,,71.12,,,,71.03,,,,72.82,,,,75.35,,ITA
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),380,Italy,PRIMAR,G,MALE,SKILL_READ,PERCENT,,96.41,,,97.83,,,,,97.32,,,,,97.02,,,,,ITA
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),388,Jamaica,GRAD23,G,BOTHSEX,SKILL_MATH,PERCENT,,,,,,,,,,,,,,,,66.9,,,,JAM
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),388,Jamaica,GRAD23,G,BOTHSEX,SKILL_READ,PERCENT,,,,,,,,,,,,,,,,85,,,,JAM
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),388,Jamaica,GRAD23,G,FEMALE,SKILL_MATH,PERCENT,,,,,,,,,,,,,,,,72.8,,,,JAM
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),388,Jamaica,GRAD23,G,FEMALE,SKILL_READ,PERCENT,,,,,,,,,,,,,,,,91.1,,,,JAM
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),388,Jamaica,GRAD23,G,MALE,SKILL_MATH,PERCENT,,,,,,,,,,,,,,,,61.1,,,,JAM
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),388,Jamaica,GRAD23,G,MALE,SKILL_READ,PERCENT,,,,,,,,,,,,,,,,79,,,,JAM
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),400,Jordan,LOWSEC,G,BOTHSEX,SKILL_MATH,PERCENT,,,,,33.65,,,34.73,,,31.44,,,32.47,,,40.67,,,JOR
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),400,Jordan,LOWSEC,G,BOTHSEX,SKILL_READ,PERCENT,,,,,50.41,,,51.97,,,49.29,,,53.7,,,58.77,,,JOR
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),400,Jordan,LOWSEC,G,FEMALE,SKILL_MATH,PERCENT,,,,,33.57,,,34.39,,,35.24,,,34.05,,,40.93,,,JOR
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),400,Jordan,LOWSEC,G,FEMALE,SKILL_READ,PERCENT,,,,,62.16,,,65.74,,,67.29,,,69.92,,,70.89,,,JOR
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),400,Jordan,LOWSEC,G,MALE,SKILL_MATH,PERCENT,,,,,33.73,,,35.07,,,27.54,,,30.86,,,40.41,,,JOR
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),400,Jordan,LOWSEC,G,MALE,SKILL_READ,PERCENT,,,,,38.55,,,38.4,,,30.84,,,37.17,,,46.23,,,JOR
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),398,Kazakhstan,LOWSEC,G,BOTHSEX,SKILL_MATH,PERCENT,,,,,,,,40.86,,,54.76,,,,,,50.9,,,KAZ
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),398,Kazakhstan,LOWSEC,G,BOTHSEX,SKILL_READ,PERCENT,,,,,,,,41.3,,,42.95,,,,,,35.81,,,KAZ
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),398,Kazakhstan,LOWSEC,G,FEMALE,SKILL_MATH,PERCENT,,,,,,,,41.01,,,55.03,,,,,,50.85,,,KAZ
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),398,Kazakhstan,LOWSEC,G,FEMALE,SKILL_READ,PERCENT,,,,,,,,50.32,,,52.6,,,,,,42.66,,,KAZ
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),398,Kazakhstan,LOWSEC,G,MALE,SKILL_MATH,PERCENT,,,,,,,,40.72,,,54.48,,,,,,50.95,,,KAZ
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),398,Kazakhstan,LOWSEC,G,MALE,SKILL_READ,PERCENT,,,,,,,,32.54,,,33.22,,,,,,29.34,,,KAZ
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),398,Kazakhstan,PRIMAR,G,BOTHSEX,SKILL_MATH,PERCENT,,,,,,81.09,,,,61.76,,,,79.67,,,,70.82,,KAZ
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),398,Kazakhstan,PRIMAR,G,BOTHSEX,SKILL_READ,PERCENT,,,,,,,,,,,,,,,98.09,,,,,KAZ
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),398,Kazakhstan,PRIMAR,G,FEMALE,SKILL_MATH,PERCENT,,,,,,82.89,,,,60.4,,,,80.36,,,,71.22,,KAZ
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),398,Kazakhstan,PRIMAR,G,FEMALE,SKILL_READ,PERCENT,,,,,,,,,,,,,,,98.47,,,,,KAZ
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),398,Kazakhstan,PRIMAR,G,MALE,SKILL_MATH,PERCENT,,,,,,79.18,,,,63.03,,,,79.02,,,,70.53,,KAZ
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),398,Kazakhstan,PRIMAR,G,MALE,SKILL_READ,PERCENT,,,,,,,,,,,,,,,97.74,,,,,KAZ
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),404,Kenya,GRAD23,G,BOTHSEX,SKILL_MATH,PERCENT,,,,,,,,,,,,,,,36.1,,42.1,,,KEN
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),404,Kenya,GRAD23,G,BOTHSEX,SKILL_READ,PERCENT,,,,,,,,,,,,,,,38.1,,53.1,,,KEN
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),404,Kenya,GRAD23,G,FEMALE,SKILL_MATH,PERCENT,,,,,,,,,,,,,,,35.8,,43.6,,,KEN
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),404,Kenya,GRAD23,G,FEMALE,SKILL_READ,PERCENT,,,,,,,,,,,,,,,38.6,,57.1,,,KEN
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),404,Kenya,GRAD23,G,MALE,SKILL_MATH,PERCENT,,,,,,,,,,,,,,,36.3,,40.7,,,KEN
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),404,Kenya,GRAD23,G,MALE,SKILL_READ,PERCENT,,,,,,,,,,,,,,,37.5,,49.4,,,KEN
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),404,Kenya,PRIMAR,G,BOTHSEX,SKILL_MATH,PERCENT,,,,,,,,,,,,53.2,,,,,,79.7,74.1,KEN
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),404,Kenya,PRIMAR,G,BOTHSEX,SKILL_READ,PERCENT,,,,,,,,,,,,77.7,,,,,,,46.7,KEN
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),404,Kenya,PRIMAR,G,FEMALE,SKILL_MATH,PERCENT,,,,,,,,,,,,49.5,,,,,,78.4,74.6,KEN
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),404,Kenya,PRIMAR,G,FEMALE,SKILL_READ,PERCENT,,,,,,,,,,,,78.5,,,,,,,48.4,KEN
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),404,Kenya,PRIMAR,G,MALE,SKILL_MATH,PERCENT,,,,,,,,,,,,57,,,,,,82.8,73.5,KEN
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),404,Kenya,PRIMAR,G,MALE,SKILL_READ,PERCENT,,,,,,,,,,,,76.7,,,,,,,44.9,KEN
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),296,Kiribati,GRAD23,G,BOTHSEX,SKILL_MATH,PERCENT,,,,,,,,,,,,,,,,,12,,,
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),296,Kiribati,GRAD23,G,BOTHSEX,SKILL_READ,PERCENT,,,,,,,,,,,,,,,,,29,,,
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),296,Kiribati,GRAD23,G,FEMALE,SKILL_MATH,PERCENT,,,,,,,,,,,,,,,,,12.2,,,
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),296,Kiribati,GRAD23,G,FEMALE,SKILL_READ,PERCENT,,,,,,,,,,,,,,,,,35,,,
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),296,Kiribati,GRAD23,G,MALE,SKILL_MATH,PERCENT,,,,,,,,,,,,,,,,,11.8,,,
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),296,Kiribati,GRAD23,G,MALE,SKILL_READ,PERCENT,,,,,,,,,,,,,,,,,23.9,,,
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),414,Kuwait,LOWSEC,G,BOTHSEX,SKILL_MATH,PERCENT,,,,,,6.01,,,,,,,,18.26,,,,21.18,,KWT
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),414,Kuwait,LOWSEC,G,FEMALE,SKILL_MATH,PERCENT,,,,,,6.08,,,,,,,,16.44,,,,20.89,,KWT
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),414,Kuwait,LOWSEC,G,MALE,SKILL_MATH,PERCENT,,,,,,5.94,,,,,,,,19.66,,,,21.73,,KWT
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),414,Kuwait,PRIMAR,G,BOTHSEX,SKILL_MATH,PERCENT,,,,,,4.9,,,,9.03,,,,11.74,,,,21.47,,KWT
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),414,Kuwait,PRIMAR,G,BOTHSEX,SKILL_READ,PERCENT,,50.59,,,28.16,,,,,58.37,,,,,,,,,,KWT
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),414,Kuwait,PRIMAR,G,FEMALE,SKILL_MATH,PERCENT,,,,,,5.26,,,,10.27,,,,11.95,,,,20.72,,KWT
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),414,Kuwait,PRIMAR,G,FEMALE,SKILL_READ,PERCENT,,61.46,,,38.17,,,,,69.27,,,,,,,,,,KWT
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),414,Kuwait,PRIMAR,G,MALE,SKILL_MATH,PERCENT,,,,,,4.56,,,,7.58,,,,11.61,,,,22.32,,KWT
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),414,Kuwait,PRIMAR,G,MALE,SKILL_READ,PERCENT,,40.52,,,19.06,,,,,47.8,,,,,,,,,,KWT
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),417,Kyrgyzstan,GRAD23,G,BOTHSEX,SKILL_MATH,PERCENT,,,,,,,,,,,,,,,,,30.1,,,KGZ
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),417,Kyrgyzstan,GRAD23,G,BOTHSEX,SKILL_READ,PERCENT,,,,,,,,,,,,,,,,,38.7,,,KGZ
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),417,Kyrgyzstan,GRAD23,G,FEMALE,SKILL_MATH,PERCENT,,,,,,,,,,,,,,,,,34.2,,,KGZ
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),417,Kyrgyzstan,GRAD23,G,FEMALE,SKILL_READ,PERCENT,,,,,,,,,,,,,,,,,42.2,,,KGZ
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),417,Kyrgyzstan,GRAD23,G,MALE,SKILL_MATH,PERCENT,,,,,,,,,,,,,,,,,26,,,KGZ
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),417,Kyrgyzstan,GRAD23,G,MALE,SKILL_READ,PERCENT,,,,,,,,,,,,,,,,,35.1,,,KGZ
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),417,Kyrgyzstan,LOWSEC,G,BOTHSEX,SKILL_MATH,PERCENT,,,,,,,,,,,,,,,,35.1,,,,KGZ
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),417,Kyrgyzstan,LOWSEC,G,BOTHSEX,SKILL_READ,PERCENT,,,,,,,,,,,,,,,,48.5,,,,KGZ
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),417,Kyrgyzstan,PRIMAR,G,BOTHSEX,SKILL_MATH,PERCENT,,,,,,,,,,,,,34.7,,,39.8,,,,KGZ
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),417,Kyrgyzstan,PRIMAR,G,BOTHSEX,SKILL_READ,PERCENT,,,,,,,,,,,,,36.2,,,40.3,,,,KGZ
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),418,Lao People's Democratic Republic,GRAD23,G,BOTHSEX,SKILL_MATH,PERCENT,,,,,,,,,,46.4,,,,,,,,,,LAO
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),418,Lao People's Democratic Republic,GRAD23,G,BOTHSEX,SKILL_READ,PERCENT,,,,,,,,,,24.03,,,,,,,,,,LAO
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),418,Lao People's Democratic Republic,PRIMAR,G,BOTHSEX,SKILL_MATH,PERCENT,,,,,,,,,,,,,,,,,,8,,LAO
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),418,Lao People's Democratic Republic,PRIMAR,G,BOTHSEX,SKILL_READ,PERCENT,,,,,,,,,,,,,,,,,,2,,LAO
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),418,Lao People's Democratic Republic,PRIMAR,G,FEMALE,SKILL_MATH,PERCENT,,,,,,,,,,,,,,,,,,8.6,,LAO
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),418,Lao People's Democratic Republic,PRIMAR,G,FEMALE,SKILL_READ,PERCENT,,,,,,,,,,,,,,,,,,3,,LAO
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),418,Lao People's Democratic Republic,PRIMAR,G,MALE,SKILL_MATH,PERCENT,,,,,,,,,,,,,,,,,,7.9,,LAO
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),418,Lao People's Democratic Republic,PRIMAR,G,MALE,SKILL_READ,PERCENT,,,,,,,,,,,,,,,,,,2,,LAO
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),428,Latvia,LOWSEC,G,BOTHSEX,SKILL_MATH,PERCENT,66.42,,76.27,,79.3,,,77.44,,,80.06,,,78.57,,,82.68,,,LVA
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),428,Latvia,LOWSEC,G,BOTHSEX,SKILL_READ,PERCENT,69.9,,81.95,,78.78,,,82.42,,,83.02,,,82.32,,,77.56,,,LVA
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),428,Latvia,LOWSEC,G,FEMALE,SKILL_MATH,PERCENT,66.47,,76.86,,78.66,,,77.99,,,81.68,,,80.14,,,82.63,,,LVA
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),428,Latvia,LOWSEC,G,FEMALE,SKILL_READ,PERCENT,80.31,,88.4,,87.22,,,91.2,,,91.85,,,89.04,,,84.29,,,LVA
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),428,Latvia,LOWSEC,G,MALE,SKILL_MATH,PERCENT,66.98,,75.63,,79.98,,,76.88,,,78.47,,,77,,,82.74,,,LVA
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),428,Latvia,LOWSEC,G,MALE,SKILL_READ,PERCENT,59.69,,74.95,,69.88,,,73.4,,,74.35,,,75.63,,,70.61,,,LVA
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),428,Latvia,PRIMAR,G,BOTHSEX,SKILL_MATH,PERCENT,,,80.84,,,80.67,,,,,,,,,,,,84.5,,LVA
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),428,Latvia,PRIMAR,G,BOTHSEX,SKILL_READ,PERCENT,,98.55,,,98.21,,,,,,,,,,99.2,,,,,LVA
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),428,Latvia,PRIMAR,G,FEMALE,SKILL_MATH,PERCENT,,,81.47,,,82.07,,,,,,,,,,,,84.04,,LVA
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),428,Latvia,PRIMAR,G,FEMALE,SKILL_READ,PERCENT,,99.07,,,99.29,,,,,,,,,,99.38,,,,,LVA
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),428,Latvia,PRIMAR,G,MALE,SKILL_MATH,PERCENT,,,80.24,,,79.51,,,,,,,,,,,,85.13,,LVA
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),428,Latvia,PRIMAR,G,MALE,SKILL_READ,PERCENT,,98.05,,,97.2,,,,,,,,,,99,,,,,LVA
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),422,Lebanon,LOWSEC,G,BOTHSEX,SKILL_MATH,PERCENT,,,26.95,,,36.5,,,,37.73,,,,34.79,,,,26.79,,LBN
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),422,Lebanon,LOWSEC,G,BOTHSEX,SKILL_READ,PERCENT,,,,,,,,,,,,,,29.63,,,32.23,,,LBN
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),422,Lebanon,LOWSEC,G,FEMALE,SKILL_MATH,PERCENT,,,25.04,,,32.94,,,,34.54,,,,34.06,,,,26.23,,LBN
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),422,Lebanon,LOWSEC,G,FEMALE,SKILL_READ,PERCENT,,,,,,,,,,,,,,31.17,,,35.81,,,LBN
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),422,Lebanon,LOWSEC,G,MALE,SKILL_MATH,PERCENT,,,29.47,,,41.53,,,,41.6,,,,35.7,,,,27.37,,LBN
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),422,Lebanon,LOWSEC,G,MALE,SKILL_READ,PERCENT,,,,,,,,,,,,,,27.86,,,28.06,,,LBN
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),426,Lesotho,GRAD23,G,BOTHSEX,SKILL_MATH,PERCENT,,,,,,,,,,,,,,,,,1.2,,,LSO
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),426,Lesotho,GRAD23,G,BOTHSEX,SKILL_READ,PERCENT,,,,,,,,,,,,,,,,,13.2,,,LSO
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),426,Lesotho,GRAD23,G,FEMALE,SKILL_MATH,PERCENT,,,,,,,,,,,,,,,,,1.8,,,LSO
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),426,Lesotho,GRAD23,G,FEMALE,SKILL_READ,PERCENT,,,,,,,,,,,,,,,,,18.4,,,LSO
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),426,Lesotho,GRAD23,G,MALE,SKILL_MATH,PERCENT,,,,,,,,,,,,,,,,,0.6,,,LSO
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),426,Lesotho,GRAD23,G,MALE,SKILL_READ,PERCENT,,,,,,,,,,,,,,,,,7.9,,,LSO
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),426,Lesotho,PRIMAR,G,BOTHSEX,SKILL_MATH,PERCENT,,,,,,,,,,,,9.5,,,12.1,,,,,LSO
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),426,Lesotho,PRIMAR,G,BOTHSEX,SKILL_READ,PERCENT,,,,,,,,,,,,48.5,,,3.4,,,,,LSO
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),426,Lesotho,PRIMAR,G,FEMALE,SKILL_MATH,PERCENT,,,,,,,,,,,,8.3,,,,,,,,LSO
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),426,Lesotho,PRIMAR,G,FEMALE,SKILL_READ,PERCENT,,,,,,,,,,,,51,,,,,,,,LSO
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),426,Lesotho,PRIMAR,G,MALE,SKILL_MATH,PERCENT,,,,,,,,,,,,10.9,,,,,,,,LSO
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),426,Lesotho,PRIMAR,G,MALE,SKILL_READ,PERCENT,,,,,,,,,,,,45.4,,,,,,,,LSO
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),438,Liechtenstein,LOWSEC,G,BOTHSEX,SKILL_MATH,PERCENT,83.12,,87.73,,86.82,,,90.51,,,85.92,,,,,,,,,
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),438,Liechtenstein,LOWSEC,G,BOTHSEX,SKILL_READ,PERCENT,77.87,,89.61,,85.7,,,84.32,,,87.62,,,,,,,,,
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),440,Lithuania,LOWSEC,G,BOTHSEX,SKILL_MATH,PERCENT,,,,,77.05,,,73.67,,,73.98,,,74.59,,,74.36,,,LTU
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),440,Lithuania,LOWSEC,G,BOTHSEX,SKILL_READ,PERCENT,,,,,74.33,,,75.64,,,78.8,,,74.9,,,75.64,,,LTU
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),440,Lithuania,LOWSEC,G,FEMALE,SKILL_MATH,PERCENT,,,,,77,,,75.55,,,75.66,,,75.88,,,76.21,,,LTU
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),440,Lithuania,LOWSEC,G,FEMALE,SKILL_READ,PERCENT,,,,,83.43,,,87.04,,,89.65,,,82.19,,,83.36,,,LTU
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),440,Lithuania,LOWSEC,G,MALE,SKILL_MATH,PERCENT,,,,,77.09,,,71.84,,,72.33,,,73.34,,,72.6,,,LTU
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),440,Lithuania,LOWSEC,G,MALE,SKILL_READ,PERCENT,,,,,65.56,,,64.55,,,68.12,,,67.82,,,68.25,,,LTU
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),440,Lithuania,PRIMAR,G,BOTHSEX,SKILL_MATH,PERCENT,,,78.93,,,77.33,,,,79.08,,,,80.65,,,,81.42,,LTU
