ObjectId,goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level_,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,education_level_code,education_level_desc,type_of_skill_code,type_of_skill_desc,UnitMultiplier,Units_code,Units_desc,timeSeries_id,timeSeries_keys,n_years,min_year,max_year,years,value_2000,value_2001,value_2002,value_2003,value_2004,value_2005,value_2006,value_2007,value_2008,value_2009,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,value_2018,value_2019,value_2020,latest_value,footnotes,nature
185,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),428,Latvia,5,154,Northern Europe,Country,26.42461876,56.64196636,LVA,1,1,ISCED11_2,Lower secondary,SKILL_MATH,Skill: Minimum proficiency in mathematics,,RO,Ratio,SE_TOT_SESPI__ISCED11_2__SKILL_MATH,education_level__type_of_skill,7,2000,2018,"[2000, 2003, 2006, 2009, 2012, 2015, 2018]",0.65548,,,0.7103,,,0.7156,,,0.67667,,,0.7148,,,0.73995,,,0.77905,,,0.77905,,C: Country data
186,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),428,Latvia,5,154,Northern Europe,Country,26.42461876,56.64196636,LVA,1,1,ISCED11_2,Lower secondary,SKILL_READ,Skill: Minimum proficiency in reading,,RO,Ratio,SE_TOT_SESPI__ISCED11_2__SKILL_READ,education_level__type_of_skill,7,2000,2018,"[2000, 2003, 2006, 2009, 2012, 2015, 2018]",0.65382,,,0.81215,,,0.73914,,,0.7754,,,0.74428,,,0.80293,,,0.78214,,,0.78214,,C: Country data
187,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),428,Latvia,5,154,Northern Europe,Country,26.42461876,56.64196636,LVA,1,1,ISCED11_1,Primary,SKILL_MATH,Skill: Minimum proficiency in mathematics,,RO,Ratio,SE_TOT_SESPI__ISCED11_1__SKILL_MATH,education_level__type_of_skill,2,2003,2007,"[2003, 2007]",,,,0.76397,,,,0.72646,,,,,,,,,,,,,,0.72646,,C: Country data
188,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),428,Latvia,5,154,Northern Europe,Country,26.42461876,56.64196636,LVA,1,1,ISCED11_1,Primary,SKILL_READ,Skill: Minimum proficiency in reading,,RO,Ratio,SE_TOT_SESPI__ISCED11_1__SKILL_READ,education_level__type_of_skill,3,2001,2016,"[2001, 2006, 2016]",,0.99584,,,,,0.982,,,,,,,,,,0.97786,,,,,0.97786,,C: Country data
189,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),422,Lebanon,4,145,Western Asia,Country,35.89391711,33.92152458,LBN,1,1,ISCED11_2,Lower secondary,SKILL_MATH,Skill: Minimum proficiency in mathematics,,RO,Ratio,SE_TOT_SESPI__ISCED11_2__SKILL_MATH,education_level__type_of_skill,4,2003,2015,"[2003, 2007, 2011, 2015]",,,,0.66824,,,,0.57003,,,,0.45886,,,,0.52414,,,,,,0.52414,,C: Country data
190,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),422,Lebanon,4,145,Western Asia,Country,35.89391711,33.92152458,LBN,1,1,ISCED11_2,Lower secondary,SKILL_READ,Skill: Minimum proficiency in reading,,RO,Ratio,SE_TOT_SESPI__ISCED11_2__SKILL_READ,education_level__type_of_skill,2,2015,2018,"[2015, 2018]",,,,,,,,,,,,,,,,0.24094,,,0.25066,,,0.25066,,C: Country data
191,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),426,Lesotho,4,18,Southern Africa,Country,28.25362195,-29.58041814,LSO,1,1,ISCED11_1,Primary,SKILL_MATH,Skill: Minimum proficiency in mathematics,,RO,Ratio,SE_TOT_SESPI__ISCED11_1__SKILL_MATH,education_level__type_of_skill,1,2006,2006,[2006],,,,,,,0.20588,,,,,,,,,,,,,,,0.20588,,C: Country data
192,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),426,Lesotho,4,18,Southern Africa,Country,28.25362195,-29.58041814,LSO,1,1,ISCED11_1,Primary,SKILL_READ,Skill: Minimum proficiency in reading,,RO,Ratio,SE_TOT_SESPI__ISCED11_1__SKILL_READ,education_level__type_of_skill,1,2006,2006,[2006],,,,,,,0.35838,,,,,,,,,,,,,,,0.35838,,C: Country data
193,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),440,Lithuania,5,154,Northern Europe,Country,23.90517807,55.33680309,LTU,1,1,ISCED11_2,Lower secondary,SKILL_MATH,Skill: Minimum proficiency in mathematics,,RO,Ratio,SE_TOT_SESPI__ISCED11_2__SKILL_MATH,education_level__type_of_skill,5,2006,2018,"[2006, 2009, 2012, 2015, 2018]",,,,,,,0.63854,,,0.59473,,,0.60835,,,0.68326,,,0.64529,,,0.64529,,C: Country data
194,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),440,Lithuania,5,154,Northern Europe,Country,23.90517807,55.33680309,LTU,1,1,ISCED11_2,Lower secondary,SKILL_READ,Skill: Minimum proficiency in reading,,RO,Ratio,SE_TOT_SESPI__ISCED11_2__SKILL_READ,education_level__type_of_skill,5,2006,2018,"[2006, 2009, 2012, 2015, 2018]",,,,,,,0.6435,,,0.667,,,0.71039,,,0.69735,,,0.67645,,,0.67645,,C: Country data
195,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),440,Lithuania,5,154,Northern Europe,Country,23.90517807,55.33680309,LTU,1,1,ISCED11_1,Primary,SKILL_MATH,Skill: Minimum proficiency in mathematics,,RO,Ratio,SE_TOT_SESPI__ISCED11_1__SKILL_MATH,education_level__type_of_skill,3,2003,2015,"[2003, 2011, 2015]",,,,0.77248,,,,,,,,0.80367,,,,0.79332,,,,,,0.79332,,C: Country data
196,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),440,Lithuania,5,154,Northern Europe,Country,23.90517807,55.33680309,LTU,1,1,ISCED11_1,Primary,SKILL_READ,Skill: Minimum proficiency in reading,,RO,Ratio,SE_TOT_SESPI__ISCED11_1__SKILL_READ,education_level__type_of_skill,4,2001,2016,"[2001, 2006, 2011, 2016]",,0.95785,,,,,0.98652,,,,,0.94784,,,,,0.91455,,,,,0.91455,,C: Country data
197,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),442,Luxembourg,5,155,Western Europe,Country,6.092656563,49.77679538,LUX,1,1,ISCED11_2,Lower secondary,SKILL_MATH,Skill: Minimum proficiency in mathematics,,RO,Ratio,SE_TOT_SESPI__ISCED11_2__SKILL_MATH,education_level__type_of_skill,7,2000,2018,"[2000, 2003, 2006, 2009, 2012, 2015, 2018]",0.48294,,,0.64653,,,0.61544,,,0.60713,,,0.58649,,,0.60661,,,0.59476,,,0.59476,,C: Country data
198,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),442,Luxembourg,5,155,Western Europe,Country,6.092656563,49.77679538,LUX,1,1,ISCED11_2,Lower secondary,SKILL_READ,Skill: Minimum proficiency in reading,,RO,Ratio,SE_TOT_SESPI__ISCED11_2__SKILL_READ,education_level__type_of_skill,7,2000,2018,"[2000, 2003, 2006, 2009, 2012, 2015, 2018]",0.4216,,,0.58502,,,0.56862,,,0.55272,,,0.6411,,,0.60261,,,0.58258,,,0.58258,,C: Country data
199,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),454,Malawi,4,14,Eastern Africa,Country,33.4884625,-13.40819859,MWI,1,1,ISCED11_1,Primary,SKILL_MATH,Skill: Minimum proficiency in mathematics,,RO,Ratio,SE_TOT_SESPI__ISCED11_1__SKILL_MATH,education_level__type_of_skill,1,2006,2006,[2006],,,,,,,1.58537,,,,,,,,,,,,,,,1.58537,,C: Country data
200,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),454,Malawi,4,14,Eastern Africa,Country,33.4884625,-13.40819859,MWI,1,1,ISCED11_1,Primary,SKILL_READ,Skill: Minimum proficiency in reading,,RO,Ratio,SE_TOT_SESPI__ISCED11_1__SKILL_READ,education_level__type_of_skill,1,2006,2006,[2006],,,,,,,0.43262,,,,,,,,,,,,,,,0.43262,,C: Country data
201,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),458,Malaysia,4,35,South-Eastern Asia,Country,116.8346314,5.452415309,MYS,1,1,ISCED11_2,Lower secondary,SKILL_MATH,Skill: Minimum proficiency in mathematics,,RO,Ratio,SE_TOT_SESPI__ISCED11_2__SKILL_MATH,education_level__type_of_skill,1,2018,2018,[2018],,,,,,,,,,,,,,,,,,,0.47881,,,0.47881,,C: Country data
202,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),458,Malaysia,4,35,South-Eastern Asia,Country,116.8346314,5.452415309,MYS,1,1,ISCED11_2,Lower secondary,SKILL_READ,Skill: Minimum proficiency in reading,,RO,Ratio,SE_TOT_SESPI__ISCED11_2__SKILL_READ,education_level__type_of_skill,1,2018,2018,[2018],,,,,,,,,,,,,,,,,,,0.44636,,,0.44636,,C: Country data
203,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),470,Malta,5,39,Southern Europe,Country,14.44617519,35.89194275,MLT,1,1,ISCED11_2,Lower secondary,SKILL_MATH,Skill: Minimum proficiency in mathematics,,RO,Ratio,SE_TOT_SESPI__ISCED11_2__SKILL_MATH,education_level__type_of_skill,1,2007,2007,[2007],,,,,,,,0.13083,,,,,,,,,,,,,,0.13083,,C: Country data
204,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),470,Malta,5,39,Southern Europe,Country,14.44617519,35.89194275,MLT,1,1,ISCED11_2,Lower secondary,SKILL_READ,Skill: Minimum proficiency in reading,,RO,Ratio,SE_TOT_SESPI__ISCED11_2__SKILL_READ,education_level__type_of_skill,3,2009,2018,"[2009, 2015, 2018]",,,,,,,,,,0.56898,,,,,,0.59718,,,0.64493,,,0.64493,,C: Country data
205,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),470,Malta,5,39,Southern Europe,Country,14.44617519,35.89194275,MLT,1,1,ISCED11_1,Primary,SKILL_MATH,Skill: Minimum proficiency in mathematics,,RO,Ratio,SE_TOT_SESPI__ISCED11_1__SKILL_MATH,education_level__type_of_skill,1,2011,2011,[2011],,,,,,,,,,,,0.67663,,,,,,,,,,0.67663,,C: Country data
206,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),470,Malta,5,39,Southern Europe,Country,14.44617519,35.89194275,MLT,1,1,ISCED11_1,Primary,SKILL_READ,Skill: Minimum proficiency in reading,,RO,Ratio,SE_TOT_SESPI__ISCED11_1__SKILL_READ,education_level__type_of_skill,2,2011,2016,"[2011, 2016]",,,,,,,,,,,,0.66731,,,,,0.92722,,,,,0.92722,,C: Country data
207,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),480,Mauritius,4,14,Eastern Africa,Country,57.568022,-20.28581998,MUS,1,1,ISCED11_1,Primary,SKILL_MATH,Skill: Minimum proficiency in mathematics,,RO,Ratio,SE_TOT_SESPI__ISCED11_1__SKILL_MATH,education_level__type_of_skill,1,2006,2006,[2006],,,,,,,0.38896,,,,,,,,,,,,,,,0.38896,,C: Country data
208,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),480,Mauritius,4,14,Eastern Africa,Country,57.568022,-20.28581998,MUS,1,1,ISCED11_1,Primary,SKILL_READ,Skill: Minimum proficiency in reading,,RO,Ratio,SE_TOT_SESPI__ISCED11_1__SKILL_READ,education_level__type_of_skill,1,2006,2006,[2006],,,,,,,0.50444,,,,,,,,,,,,,,,0.50444,,C: Country data
209,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),484,Mexico,4,13,Central America,Country,-102.5148166,23.93378032,MEX,1,1,ISCED11_2,Lower secondary,SKILL_MATH,Skill: Minimum proficiency in mathematics,,RO,Ratio,SE_TOT_SESPI__ISCED11_2__SKILL_MATH,education_level__type_of_skill,7,2000,2018,"[2000, 2003, 2006, 2009, 2012, 2015, 2018]",0.23465,,,0.21604,,,0.32756,,,0.38066,,,0.42768,,,0.47686,,,0.44045,,,0.44045,,C: Country data
210,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),710,South Africa,4,18,Southern Africa,Country,24.67184355,-29.99957544,ZAF,1,1,ISCED11_1,Primary,SKILL_READ,Skill: Minimum proficiency in reading,,RO,Ratio,SE_TOT_SESPI__ISCED11_1__SKILL_READ,education_level__type_of_skill,1,2006,2006,[2006],,,,,,,0.09832,,,,,,,,,,,,,,,0.09832,,C: Country data
211,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),499,Montenegro,5,39,Southern Europe,Country,19.25214024,42.78717043,MNE,1,1,ISCED11_2,Lower secondary,SKILL_MATH,Skill: Minimum proficiency in mathematics,,RO,Ratio,SE_TOT_SESPI__ISCED11_2__SKILL_MATH,education_level__type_of_skill,2,2015,2018,"[2015, 2018]",,,,,,,,,,,,,,,,0.59865,,,0.59556,,,0.59556,,C: Country data
212,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),724,Spain,5,39,Southern Europe,Country,-3.554078296,40.39211472,ESP,1,1,ISCED11_2,Lower secondary,SKILL_MATH,Skill: Minimum proficiency in mathematics,,RO,Ratio,SE_TOT_SESPI__ISCED11_2__SKILL_MATH,education_level__type_of_skill,7,2000,2018,"[2000, 2003, 2006, 2009, 2012, 2015, 2018]",0.62007,,,0.65706,,,0.6283,,,0.6233,,,0.62962,,,0.68097,,,0.68005,,,0.68005,,C: Country data
213,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),499,Montenegro,5,39,Southern Europe,Country,19.25214024,42.78717043,MNE,1,1,ISCED11_2,Lower secondary,SKILL_READ,Skill: Minimum proficiency in reading,,RO,Ratio,SE_TOT_SESPI__ISCED11_2__SKILL_READ,education_level__type_of_skill,2,2015,2018,"[2015, 2018]",,,,,,,,,,,,,,,,0.64496,,,0.62797,,,0.62797,,C: Country data
