ObjectId,goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level_,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,education_level_code,education_level_desc,UnitMultiplier,Units_code,Units_desc,timeSeries_id,timeSeries_keys,n_years,min_year,max_year,years,value_2000,value_2001,value_2002,value_2003,value_2004,value_2005,value_2006,value_2007,value_2008,value_2009,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,value_2018,value_2019,value_2020,latest_value,footnotes,nature
74,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",768,Togo,4,11,Western Africa,Country,0.97835765,8.532096072,TGO,1,1,ISCED11_1,Primary,,PT,Percentage,SE_INF_DSBL__ISCED11_1,education_level,1,2020,2020,[2020],,,,,,,,,,,,,,,,,,,,,2.4829,2.4829,,C: Country data
75,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",768,Togo,4,11,Western Africa,Country,0.97835765,8.532096072,TGO,1,1,ISCED11_3,Upper secondary,,PT,Percentage,SE_INF_DSBL__ISCED11_3,education_level,1,2020,2020,[2020],,,,,,,,,,,,,,,,,,,,,12.65378,12.65378,,C: Country data
76,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",772,Tokelau,4,543,Oceania (exc. Australia and New Zealand),Country,-171.8154473,-9.214545558,TKL,0,1,ISCED11_2,Lower secondary,,PT,Percentage,SE_INF_DSBL__ISCED11_2,education_level,1,2019,2019,[2019],,,,,,,,,,,,,,,,,,,,0,,0,This data point is NIL for the submitting nation.,C: Country data
77,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",772,Tokelau,4,543,Oceania (exc. Australia and New Zealand),Country,-171.8154473,-9.214545558,TKL,0,1,ISCED11_2,Lower secondary,,PT,Percentage,SE_INF_DSBL__ISCED11_2,education_level,1,2019,2019,[2019],,,,,,,,,,,,,,,,,,,,0,,0,This data point is NIL for the submitting nation.,C: Country data
78,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",772,Tokelau,4,543,Oceania (exc. Australia and New Zealand),Country,-171.8154473,-9.214545558,TKL,0,1,ISCED11_1,Primary,,PT,Percentage,SE_INF_DSBL__ISCED11_1,education_level,1,2019,2019,[2019],,,,,,,,,,,,,,,,,,,,0,,0,This data point is NIL for the submitting nation.,C: Country data
79,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",772,Tokelau,4,543,Oceania (exc. Australia and New Zealand),Country,-171.8154473,-9.214545558,TKL,0,1,ISCED11_1,Primary,,PT,Percentage,SE_INF_DSBL__ISCED11_1,education_level,1,2019,2019,[2019],,,,,,,,,,,,,,,,,,,,0,,0,This data point is NIL for the submitting nation.,C: Country data
80,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",772,Tokelau,4,543,Oceania (exc. Australia and New Zealand),Country,-171.8154473,-9.214545558,TKL,0,1,ISCED11_3,Upper secondary,,PT,Percentage,SE_INF_DSBL__ISCED11_3,education_level,1,2019,2019,[2019],,,,,,,,,,,,,,,,,,,,0,,0,This data point is NIL for the submitting nation.,C: Country data
81,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",772,Tokelau,4,543,Oceania (exc. Australia and New Zealand),Country,-171.8154473,-9.214545558,TKL,0,1,ISCED11_3,Upper secondary,,PT,Percentage,SE_INF_DSBL__ISCED11_3,education_level,1,2019,2019,[2019],,,,,,,,,,,,,,,,,,,,0,,0,This data point is NIL for the submitting nation.,C: Country data
82,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",798,Tuvalu,4,543,Oceania (exc. Australia and New Zealand),Country,178.6679611,-7.460048071,TUV,1,1,ISCED11_2,Lower secondary,,PT,Percentage,SE_INF_DSBL__ISCED11_2,education_level,1,2019,2019,[2019],,,,,,,,,,,,,,,,,,,,0,,0,This data point is NIL for the submitting nation.,C: Country data
83,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",798,Tuvalu,4,543,Oceania (exc. Australia and New Zealand),Country,178.6679611,-7.460048071,TUV,1,1,ISCED11_2,Lower secondary,,PT,Percentage,SE_INF_DSBL__ISCED11_2,education_level,1,2019,2019,[2019],,,,,,,,,,,,,,,,,,,,0,,0,This data point is NIL for the submitting nation.,C: Country data
84,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",798,Tuvalu,4,543,Oceania (exc. Australia and New Zealand),Country,178.6679611,-7.460048071,TUV,1,1,ISCED11_1,Primary,,PT,Percentage,SE_INF_DSBL__ISCED11_1,education_level,1,2019,2019,[2019],,,,,,,,,,,,,,,,,,,,0,,0,This data point is NIL for the submitting nation.,C: Country data
85,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",798,Tuvalu,4,543,Oceania (exc. Australia and New Zealand),Country,178.6679611,-7.460048071,TUV,1,1,ISCED11_1,Primary,,PT,Percentage,SE_INF_DSBL__ISCED11_1,education_level,1,2019,2019,[2019],,,,,,,,,,,,,,,,,,,,0,,0,This data point is NIL for the submitting nation.,C: Country data
86,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",798,Tuvalu,4,543,Oceania (exc. Australia and New Zealand),Country,178.6679611,-7.460048071,TUV,1,1,ISCED11_3,Upper secondary,,PT,Percentage,SE_INF_DSBL__ISCED11_3,education_level,1,2019,2019,[2019],,,,,,,,,,,,,,,,,,,,0,,0,This data point is NIL for the submitting nation.,C: Country data
87,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",798,Tuvalu,4,543,Oceania (exc. Australia and New Zealand),Country,178.6679611,-7.460048071,TUV,1,1,ISCED11_3,Upper secondary,,PT,Percentage,SE_INF_DSBL__ISCED11_3,education_level,1,2019,2019,[2019],,,,,,,,,,,,,,,,,,,,0,,0,This data point is NIL for the submitting nation.,C: Country data
88,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",804,Ukraine,5,151,Eastern Europe,Country,31.40270802,49.00735945,UKR,1,1,ISCED11_2,Lower secondary,,PT,Percentage,SE_INF_DSBL__ISCED11_2,education_level,4,2016,2019,"[2016, 2017, 2018, 2019]",,,,,,,,,,,,,,,,,78.52408,77.25029,78.63785,76.77315,,76.77315,,C: Country data
89,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",804,Ukraine,5,151,Eastern Europe,Country,31.40270802,49.00735945,UKR,1,1,ISCED11_1,Primary,,PT,Percentage,SE_INF_DSBL__ISCED11_1,education_level,4,2016,2019,"[2016, 2017, 2018, 2019]",,,,,,,,,,,,,,,,,62.8041,62.78626,66.01164,64.06891,,64.06891,,C: Country data
90,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",804,Ukraine,5,151,Eastern Europe,Country,31.40270802,49.00735945,UKR,1,1,ISCED11_3,Upper secondary,,PT,Percentage,SE_INF_DSBL__ISCED11_3,education_level,4,2016,2019,"[2016, 2017, 2018, 2019]",,,,,,,,,,,,,,,,,78.84776,79.27706,80.69211,80.37906,,80.37906,,C: Country data
91,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",784,United Arab Emirates,4,145,Western Asia,Country,53.98279159,23.43322219,ARE,1,1,ISCED11_2,Lower secondary,,PT,Percentage,SE_INF_DSBL__ISCED11_2,education_level,1,2019,2019,[2019],,,,,,,,,,,,,,,,,,,,100,,100,,C: Country data
92,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",784,United Arab Emirates,4,145,Western Asia,Country,53.98279159,23.43322219,ARE,1,1,ISCED11_1,Primary,,PT,Percentage,SE_INF_DSBL__ISCED11_1,education_level,1,2019,2019,[2019],,,,,,,,,,,,,,,,,,,,100,,100,,C: Country data
93,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",784,United Arab Emirates,4,145,Western Asia,Country,53.98279159,23.43322219,ARE,1,1,ISCED11_3,Upper secondary,,PT,Percentage,SE_INF_DSBL__ISCED11_3,education_level,1,2019,2019,[2019],,,,,,,,,,,,,,,,,,,,100,,100,,C: Country data
94,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",858,Uruguay,4,5,South America,Country,-56.01387025,-32.8002838,URY,1,1,ISCED11_2,Lower secondary,,PT,Percentage,SE_INF_DSBL__ISCED11_2,education_level,4,2015,2018,"[2015, 2016, 2017, 2018]",,,,,,,,,,,,,,,,100,100,100,100,,,100,,C: Country data
95,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",858,Uruguay,4,5,South America,Country,-56.01387025,-32.8002838,URY,1,1,ISCED11_1,Primary,,PT,Percentage,SE_INF_DSBL__ISCED11_1,education_level,4,2015,2018,"[2015, 2016, 2017, 2018]",,,,,,,,,,,,,,,,100,100,100,100,,,100,,C: Country data
96,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",858,Uruguay,4,5,South America,Country,-56.01387025,-32.8002838,URY,1,1,ISCED11_3,Upper secondary,,PT,Percentage,SE_INF_DSBL__ISCED11_3,education_level,4,2015,2018,"[2015, 2016, 2017, 2018]",,,,,,,,,,,,,,,,100,100,100,100,,,100,,C: Country data
97,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",860,Uzbekistan,4,143,Central Asia,Country,63.11944558,41.77560518,UZB,1,1,ISCED11_2,Lower secondary,,PT,Percentage,SE_INF_DSBL__ISCED11_2,education_level,2,2017,2019,"[2017, 2019]",,,,,,,,,,,,,,,,,,12.96622,,27.08333,,27.08333,,C: Country data
98,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",860,Uzbekistan,4,143,Central Asia,Country,63.11944558,41.77560518,UZB,1,1,ISCED11_1,Primary,,PT,Percentage,SE_INF_DSBL__ISCED11_1,education_level,2,2017,2019,"[2017, 2019]",,,,,,,,,,,,,,,,,,13.1648,,27.03614,,27.03614,,C: Country data
99,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",860,Uzbekistan,4,143,Central Asia,Country,63.11944558,41.77560518,UZB,1,1,ISCED11_3,Upper secondary,,PT,Percentage,SE_INF_DSBL__ISCED11_3,education_level,1,2017,2017,[2017],,,,,,,,,,,,,,,,,,30.01277,,,,30.01277,,C: Country data
100,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",894,Zambia,4,14,Eastern Africa,Country,27.850329,-14.59701056,ZMB,1,1,ISCED11_1,Primary,,PT,Percentage,SE_INF_DSBL__ISCED11_1,education_level,1,2016,2016,[2016],,,,,,,,,,,,,,,,,4.48827,,,,,4.48827,,C: Country data
101,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",894,Zambia,4,14,Eastern Africa,Country,27.850329,-14.59701056,ZMB,1,1,ISCED11_3,Upper secondary,,PT,Percentage,SE_INF_DSBL__ISCED11_3,education_level,1,2016,2016,[2016],,,,,,,,,,,,,,,,,14.10106,,,,,14.10106,,C: Country data
102,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",8,Albania,5,39,Southern Europe,Country,20.06660928,41.13897007,ALB,1,1,ISCED11_2,Lower secondary,,PT,Percentage,SE_INF_DSBL__ISCED11_2,education_level,2,2018,2019,"[2018, 2019]",,,,,,,,,,,,,,,,,,,7.13755,7.95902,,7.95902,,C: Country data
103,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",8,Albania,5,39,Southern Europe,Country,20.06660928,41.13897007,ALB,1,1,ISCED11_1,Primary,,PT,Percentage,SE_INF_DSBL__ISCED11_1,education_level,2,2018,2019,"[2018, 2019]",,,,,,,,,,,,,,,,,,,5.06266,7.17878,,7.17878,,C: Country data
104,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",8,Albania,5,39,Southern Europe,Country,20.06660928,41.13897007,ALB,1,1,ISCED11_3,Upper secondary,,PT,Percentage,SE_INF_DSBL__ISCED11_3,education_level,3,2017,2019,"[2017, 2018, 2019]",,,,,,,,,,,,,,,,,,11.90476,9.49495,11.0664,,11.0664,,C: Country data
105,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",20,Andorra,5,39,Southern Europe,Country,1.576257417,42.54548611,AND,1,1,ISCED11_2,Lower secondary,,PT,Percentage,SE_INF_DSBL__ISCED11_2,education_level,4,2016,2019,"[2016, 2017, 2018, 2019]",,,,,,,,,,,,,,,,,100,100,100,100,,100,,C: Country data
106,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",20,Andorra,5,39,Southern Europe,Country,1.576257417,42.54548611,AND,1,1,ISCED11_1,Primary,,PT,Percentage,SE_INF_DSBL__ISCED11_1,education_level,4,2016,2019,"[2016, 2017, 2018, 2019]",,,,,,,,,,,,,,,,,100,100,100,100,,100,,C: Country data
107,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",20,Andorra,5,39,Southern Europe,Country,1.576257417,42.54548611,AND,1,1,ISCED11_3,Upper secondary,,PT,Percentage,SE_INF_DSBL__ISCED11_3,education_level,4,2016,2019,"[2016, 2017, 2018, 2019]",,,,,,,,,,,,,,,,,100,100,100,100,,100,,C: Country data
108,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",660,Anguilla,4,29,Caribbean,Country,-63.05651612,18.21525315,AIA,0,1,ISCED11_2,Lower secondary,,PT,Percentage,SE_INF_DSBL__ISCED11_2,education_level,1,2019,2019,[2019],,,,,,,,,,,,,,,,,,,,100,,100,,C: Country data
109,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",660,Anguilla,4,29,Caribbean,Country,-63.05651612,18.21525315,AIA,0,1,ISCED11_1,Primary,,PT,Percentage,SE_INF_DSBL__ISCED11_1,education_level,1,2019,2019,[2019],,,,,,,,,,,,,,,,,,,,100,,100,,C: Country data
110,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",660,Anguilla,4,29,Caribbean,Country,-63.05651612,18.21525315,AIA,0,1,ISCED11_3,Upper secondary,,PT,Percentage,SE_INF_DSBL__ISCED11_3,education_level,1,2019,2019,[2019],,,,,,,,,,,,,,,,,,,,100,,100,,C: Country data
