Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,Education level,Reporting Type,Sex,Type of skill,Units,2000,2001,2003,2004,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2021,ISO3,latest_value,latest_value_year
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),496,Mongolia,GRAD23,G,FEMALE,SKILL_MATH,PERCENT,,,,,,,,,,,,,,,,,32.2,,,MNG,32.2,2018
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),496,Mongolia,GRAD23,G,FEMALE,SKILL_READ,PERCENT,,,,,,,,,,,,,,,,,46.2,,,MNG,46.2,2018
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),496,Mongolia,GRAD23,G,MALE,SKILL_MATH,PERCENT,,,,,,,,,,,,,,,,,34.9,,,MNG,34.9,2018
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),496,Mongolia,GRAD23,G,MALE,SKILL_READ,PERCENT,,,,,,,,,,,,,,,,,42.8,,,MNG,42.8,2018
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),496,Mongolia,LOWSEC,G,BOTHSEX,SKILL_MATH,PERCENT,,,,,,31.17,,,,,,,,,,,,,,MNG,31.17,2007
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),496,Mongolia,LOWSEC,G,FEMALE,SKILL_MATH,PERCENT,,,,,,29.63,,,,,,,,,,,,,,MNG,29.63,2007
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),496,Mongolia,LOWSEC,G,MALE,SKILL_MATH,PERCENT,,,,,,33.21,,,,,,,,,,,,,,MNG,33.21,2007
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),496,Mongolia,PRIMAR,G,BOTHSEX,SKILL_MATH,PERCENT,,,,,,33.94,,,,,,,,,,,,,,MNG,33.94,2007
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),496,Mongolia,PRIMAR,G,FEMALE,SKILL_MATH,PERCENT,,,,,,34.01,,,,,,,,,,,,,,MNG,34.01,2007
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),496,Mongolia,PRIMAR,G,MALE,SKILL_MATH,PERCENT,,,,,,33.98,,,,,,,,,,,,,,MNG,33.98,2007
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),499,Montenegro,LOWSEC,G,BOTHSEX,SKILL_MATH,PERCENT,,,,,39.95,,,41.58,,,43.35,,,48.11,,,53.84,,,MNE,53.84,2018
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),499,Montenegro,LOWSEC,G,BOTHSEX,SKILL_READ,PERCENT,,,,,43.65,,,50.45,,,56.7,,,58.12,,,55.58,,,MNE,55.58,2018
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),499,Montenegro,LOWSEC,G,FEMALE,SKILL_MATH,PERCENT,,,,,,,,,,,,,,47.88,,,52.13,,,MNE,52.13,2018
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),499,Montenegro,LOWSEC,G,FEMALE,SKILL_READ,PERCENT,,,,,,,,,,,,,,65.59,,,63.49,,,MNE,63.49,2018
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),499,Montenegro,LOWSEC,G,MALE,SKILL_MATH,PERCENT,,,,,,,,,,,,,,48.32,,,55.41,,,MNE,55.41,2018
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),499,Montenegro,LOWSEC,G,MALE,SKILL_READ,PERCENT,,,,,,,,,,,,,,50.98,,,48.32,,,MNE,48.32,2018
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),499,Montenegro,PRIMAR,G,BOTHSEX,SKILL_MATH,PERCENT,,,,,,,,,,,,,,,,,,42.99,,MNE,42.99,2019
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),499,Montenegro,PRIMAR,G,FEMALE,SKILL_MATH,PERCENT,,,,,,,,,,,,,,,,,,41.57,,MNE,41.57,2019
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),499,Montenegro,PRIMAR,G,MALE,SKILL_MATH,PERCENT,,,,,,,,,,,,,,,,,,44.35,,MNE,44.35,2019
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),504,Morocco,LOWSEC,G,BOTHSEX,SKILL_MATH,PERCENT,,,10.08,,,12.73,,,,11.8,,,,14.06,,,,11.62,,MAR,11.62,2019
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),504,Morocco,LOWSEC,G,BOTHSEX,SKILL_READ,PERCENT,,,,,,,,,,,,,,,,,26.69,,,MAR,26.69,2018
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),504,Morocco,LOWSEC,G,FEMALE,SKILL_MATH,PERCENT,,,8.93,,,12.17,,,,12.28,,,,14.6,,,,11.18,,MAR,11.18,2019
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),504,Morocco,LOWSEC,G,FEMALE,SKILL_READ,PERCENT,,,,,,,,,,,,,,,,,31.91,,,MAR,31.91,2018
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),504,Morocco,LOWSEC,G,MALE,SKILL_MATH,PERCENT,,,12.09,,,13.9,,,,11.37,,,,13.63,,,,12.07,,MAR,12.07,2019
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),504,Morocco,LOWSEC,G,MALE,SKILL_READ,PERCENT,,,,,,,,,,,,,,,,,21.92,,,MAR,21.92,2018
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),504,Morocco,PRIMAR,G,BOTHSEX,SKILL_MATH,PERCENT,,,8.13,,,8.56,,,,9.6,,,,15.69,,,,18.46,,MAR,18.46,2019
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),504,Morocco,PRIMAR,G,BOTHSEX,SKILL_READ,PERCENT,,33.37,,,25.74,,,,,21.01,,,,,36,,,,,MAR,36,2016
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),504,Morocco,PRIMAR,G,FEMALE,SKILL_MATH,PERCENT,,,7.38,,,7.77,,,,9.59,,,,15.74,,,,19.09,,MAR,19.09,2019
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),504,Morocco,PRIMAR,G,FEMALE,SKILL_READ,PERCENT,,37.23,,,28.39,,,,,24.72,,,,,,,,,,MAR,24.72,2011
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),504,Morocco,PRIMAR,G,MALE,SKILL_MATH,PERCENT,,,8.84,,,9.41,,,,9.61,,,,15.63,,,,17.89,,MAR,17.89,2019
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),504,Morocco,PRIMAR,G,MALE,SKILL_READ,PERCENT,,30.81,,,23.5,,,,,17.68,,,,,,,,,,MAR,17.68,2011
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),508,Mozambique,PRIMAR,G,BOTHSEX,SKILL_MATH,PERCENT,,,,,5,,,,,,,15.2,,,,,,,,MOZ,15.2,2013
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),508,Mozambique,PRIMAR,G,BOTHSEX,SKILL_READ,PERCENT,,,,,31.6,,,,,,,36.3,,,,,,,,MOZ,36.3,2013
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),508,Mozambique,PRIMAR,G,FEMALE,SKILL_MATH,PERCENT,,,,,4.9,,,,,,,14.6,,,,,,,,MOZ,14.6,2013
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),508,Mozambique,PRIMAR,G,FEMALE,SKILL_READ,PERCENT,,,,,29.9,,,,,,,37.9,,,,,,,,MOZ,37.9,2013
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),508,Mozambique,PRIMAR,G,MALE,SKILL_MATH,PERCENT,,,,,5.1,,,,,,,16.2,,,,,,,,MOZ,16.2,2013
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),508,Mozambique,PRIMAR,G,MALE,SKILL_READ,PERCENT,,,,,32.8,,,,,,,36.5,,,,,,,,MOZ,36.5,2013
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),104,Myanmar,PRIMAR,G,BOTHSEX,SKILL_MATH,PERCENT,,,,,,,,,,,,,,,,,,12,,MMR,12,2019
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),104,Myanmar,PRIMAR,G,BOTHSEX,SKILL_READ,PERCENT,,,,,,,,,,,,,,,,,,11,,MMR,11,2019
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),104,Myanmar,PRIMAR,G,FEMALE,SKILL_MATH,PERCENT,,,,,,,,,,,,,,,,,,12.3,,MMR,12.3,2019
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),104,Myanmar,PRIMAR,G,FEMALE,SKILL_READ,PERCENT,,,,,,,,,,,,,,,,,,12.1,,MMR,12.1,2019
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),104,Myanmar,PRIMAR,G,MALE,SKILL_MATH,PERCENT,,,,,,,,,,,,,,,,,,12,,MMR,12,2019
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),104,Myanmar,PRIMAR,G,MALE,SKILL_READ,PERCENT,,,,,,,,,,,,,,,,,,9.5,,MMR,9.5,2019
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),516,Namibia,PRIMAR,G,BOTHSEX,SKILL_MATH,PERCENT,,,,,6.2,,,,,,,17.4,,,,,,,,NAM,17.4,2013
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),516,Namibia,PRIMAR,G,BOTHSEX,SKILL_READ,PERCENT,,,,,35.7,,,,,,,61.2,,,,,,,,NAM,61.2,2013
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),516,Namibia,PRIMAR,G,FEMALE,SKILL_MATH,PERCENT,,,,,5.7,,,,,,,17.6,,,,,,,,NAM,17.6,2013
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),516,Namibia,PRIMAR,G,FEMALE,SKILL_READ,PERCENT,,,,,39.6,,,,,,,65.8,,,,,,,,NAM,65.8,2013
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),516,Namibia,PRIMAR,G,MALE,SKILL_MATH,PERCENT,,,,,6.9,,,,,,,17.1,,,,,,,,NAM,17.1,2013
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),516,Namibia,PRIMAR,G,MALE,SKILL_READ,PERCENT,,,,,31.6,,,,,,,56.9,,,,,,,,NAM,56.9,2013
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),524,Nepal,GRAD23,G,BOTHSEX,SKILL_MATH,PERCENT,,,,,,,,,,,,,,,,,,19.7,,NPL,19.7,2019
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),524,Nepal,GRAD23,G,BOTHSEX,SKILL_READ,PERCENT,,,,,,,,,,,,,,,,,,19.9,,NPL,19.9,2019
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),524,Nepal,GRAD23,G,FEMALE,SKILL_MATH,PERCENT,,,,,,,,,,,,,,,,,,14.4,,NPL,14.4,2019
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),524,Nepal,GRAD23,G,FEMALE,SKILL_READ,PERCENT,,,,,,,,,,,,,,,,,,19.7,,NPL,19.7,2019
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),524,Nepal,GRAD23,G,MALE,SKILL_MATH,PERCENT,,,,,,,,,,,,,,,,,,24.5,,NPL,24.5,2019
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),524,Nepal,GRAD23,G,MALE,SKILL_READ,PERCENT,,,,,,,,,,,,,,,,,,20,,NPL,20,2019
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),524,Nepal,PRIMAR,G,BOTHSEX,SKILL_MATH,PERCENT,,,,,,,,,,,,,,,,,46.6,,,NPL,46.6,2018
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),524,Nepal,PRIMAR,G,BOTHSEX,SKILL_READ,PERCENT,,,,,,,,,,,,,,,,,3.4,,,NPL,3.4,2018
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),528,Netherlands,LOWSEC,G,BOTHSEX,SKILL_MATH,PERCENT,93.78,,89.09,,88.47,,,86.58,,,85.21,,,83.27,,,84.25,,,NLD,84.25,2018
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),528,Netherlands,LOWSEC,G,BOTHSEX,SKILL_READ,PERCENT,90.47,,88.52,,84.88,,,85.69,,,86.01,,,81.94,,,75.91,,,NLD,75.91,2018
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),528,Netherlands,LOWSEC,G,FEMALE,SKILL_MATH,PERCENT,93.57,,88.33,,86.89,,,84.43,,,84.22,,,83.76,,,84.91,,,NLD,84.91,2018
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),528,Netherlands,LOWSEC,G,FEMALE,SKILL_READ,PERCENT,94.17,,91.43,,88.32,,,89.24,,,89.39,,,85.51,,,81.22,,,NLD,81.22,2018
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),528,Netherlands,LOWSEC,G,MALE,SKILL_MATH,PERCENT,93.89,,89.83,,89.99,,,88.77,,,86.15,,,82.78,,,83.6,,,NLD,83.6,2018
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),528,Netherlands,LOWSEC,G,MALE,SKILL_READ,PERCENT,86.84,,85.73,,81.57,,,82.09,,,82.78,,,78.34,,,70.63,,,NLD,70.63,2018
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),528,Netherlands,PRIMAR,G,BOTHSEX,SKILL_MATH,PERCENT,,,88.72,,,83.78,,,,88.43,,,,82.98,,,,84.11,,NLD,84.11,2019
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),528,Netherlands,PRIMAR,G,BOTHSEX,SKILL_READ,PERCENT,,99.23,,,99.44,,,,,99.55,,,,,98.69,,,,,NLD,98.69,2016
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),528,Netherlands,PRIMAR,G,FEMALE,SKILL_MATH,PERCENT,,,87.55,,,81.57,,,,87.24,,,,81.57,,,,83.08,,NLD,83.08,2019
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),528,Netherlands,PRIMAR,G,FEMALE,SKILL_READ,PERCENT,,99.56,,,99.59,,,,,99.68,,,,,99.4,,,,,NLD,99.4,2016
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),528,Netherlands,PRIMAR,G,MALE,SKILL_MATH,PERCENT,,,89.84,,,85.66,,,,89.86,,,,84.37,,,,85.28,,NLD,85.28,2019
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),528,Netherlands,PRIMAR,G,MALE,SKILL_READ,PERCENT,,98.89,,,99.28,,,,,99.47,,,,,98,,,,,NLD,98,2016
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),554,New Zealand,LOWSEC,G,BOTHSEX,SKILL_MATH,PERCENT,87.41,,84.93,,85.96,,,84.59,,,77.36,,,78.37,,,78.22,,,NZL,78.22,2018
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),554,New Zealand,LOWSEC,G,BOTHSEX,SKILL_READ,PERCENT,86.26,,85.5,,85.47,,,85.65,,,83.73,,,82.7,,,81.04,,,NZL,81.04,2018
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),554,New Zealand,LOWSEC,G,FEMALE,SKILL_MATH,PERCENT,89.17,,84.37,,85.89,,,84.91,,,76.44,,,78.42,,,77.84,,,NZL,77.84,2018
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),554,New Zealand,LOWSEC,G,FEMALE,SKILL_READ,PERCENT,91.68,,88.89,,90.18,,,92.18,,,88.67,,,87.64,,,85.61,,,NZL,85.61,2018
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),554,New Zealand,LOWSEC,G,MALE,SKILL_MATH,PERCENT,86.36,,85.48,,86.05,,,84.28,,,78.23,,,78.31,,,78.6,,,NZL,78.6,2018
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),554,New Zealand,LOWSEC,G,MALE,SKILL_READ,PERCENT,81.54,,82.1,,80.45,,,79.39,,,79,,,77.83,,,76.53,,,NZL,76.53,2018
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),554,New Zealand,PRIMAR,G,BOTHSEX,SKILL_MATH,PERCENT,,,60.99,,,60.52,,,,58.03,,,,58.65,,,,55.89,,NZL,55.89,2019
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),554,New Zealand,PRIMAR,G,BOTHSEX,SKILL_READ,PERCENT,,89.98,,,92.07,,,,,91.69,,,,,89.97,,,,,NZL,89.97,2016
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),554,New Zealand,PRIMAR,G,FEMALE,SKILL_MATH,PERCENT,,,60.94,,,60.68,,,,58.39,,,,58.37,,,,55.05,,NZL,55.05,2019
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),554,New Zealand,PRIMAR,G,FEMALE,SKILL_READ,PERCENT,,93.09,,,94.97,,,,,93.55,,,,,92.52,,,,,NZL,92.52,2016
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),554,New Zealand,PRIMAR,G,MALE,SKILL_MATH,PERCENT,,,61.05,,,60.55,,,,57.69,,,,58.91,,,,57.24,,NZL,57.24,2019
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),554,New Zealand,PRIMAR,G,MALE,SKILL_READ,PERCENT,,87.4,,,89.24,,,,,89.97,,,,,87.8,,,,,NZL,87.8,2016
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),558,Nicaragua,GRAD23,G,BOTHSEX,SKILL_MATH,PERCENT,,,,,39.95,,,,,,,43.55,,,,,,34.66,,NIC,34.66,2019
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),558,Nicaragua,GRAD23,G,BOTHSEX,SKILL_READ,PERCENT,,,,,55.76,,,,,,,61.16,,,,,,36.1,,NIC,36.1,2019
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),558,Nicaragua,GRAD23,G,FEMALE,SKILL_MATH,PERCENT,,,,,35.67,,,,,,,41.33,,,,,,32.84,,NIC,32.84,2019
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),558,Nicaragua,GRAD23,G,FEMALE,SKILL_READ,PERCENT,,,,,55.87,,,,,,,60.84,,,,,,37.92,,NIC,37.92,2019
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),558,Nicaragua,GRAD23,G,MALE,SKILL_MATH,PERCENT,,,,,45.82,,,,,,,45.89,,,,,,36.26,,NIC,36.26,2019
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),558,Nicaragua,GRAD23,G,MALE,SKILL_READ,PERCENT,,,,,56.39,,,,,,,61.52,,,,,,34.5,,NIC,34.5,2019
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),558,Nicaragua,PRIMAR,G,BOTHSEX,SKILL_MATH,PERCENT,,,,,21.17,,,,,,,20.36,,,,,,3.1,,NIC,3.1,2019
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),558,Nicaragua,PRIMAR,G,BOTHSEX,SKILL_READ,PERCENT,,,,,26.32,,,,,,,30.69,,,,,,12.96,,NIC,12.96,2019
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),558,Nicaragua,PRIMAR,G,FEMALE,SKILL_MATH,PERCENT,,,,,18.91,,,,,,,18.21,,,,,,2.35,,NIC,2.35,2019
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),558,Nicaragua,PRIMAR,G,FEMALE,SKILL_READ,PERCENT,,,,,26.52,,,,,,,34.67,,,,,,14.11,,NIC,14.11,2019
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),558,Nicaragua,PRIMAR,G,MALE,SKILL_MATH,PERCENT,,,,,23.86,,,,,,,22.56,,,,,,3.86,,NIC,3.86,2019
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),558,Nicaragua,PRIMAR,G,MALE,SKILL_READ,PERCENT,,,,,25.99,,,,,,,26.45,,,,,,11.81,,NIC,11.81,2019
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),562,Niger,GRAD23,G,BOTHSEX,SKILL_MATH,PERCENT,,,,,,,,,,,,,27.37,,,,,67.1,,NER,67.1,2019
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),562,Niger,GRAD23,G,BOTHSEX,SKILL_READ,PERCENT,,,,,,,,,,,,,8.79,,,,,44.4,,NER,44.4,2019
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),562,Niger,GRAD23,G,FEMALE,SKILL_MATH,PERCENT,,,,,,,,,,,,,23.1,,,,,66.1,,NER,66.1,2019
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),562,Niger,GRAD23,G,FEMALE,SKILL_READ,PERCENT,,,,,,,,,,,,,8.46,,,,,44.4,,NER,44.4,2019
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),562,Niger,GRAD23,G,MALE,SKILL_MATH,PERCENT,,,,,,,,,,,,,30.59,,,,,69.4,,NER,69.4,2019
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),562,Niger,GRAD23,G,MALE,SKILL_READ,PERCENT,,,,,,,,,,,,,9.04,,,,,44.3,,NER,44.3,2019
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),562,Niger,PRIMAR,G,BOTHSEX,SKILL_MATH,PERCENT,,,,,,,,,,,,,1.4,,,,,7.9,,NER,7.9,2019
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),562,Niger,PRIMAR,G,BOTHSEX,SKILL_READ,PERCENT,,,,,,,,,,,,,2.1,,,,,14.4,,NER,14.4,2019
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),562,Niger,PRIMAR,G,FEMALE,SKILL_MATH,PERCENT,,,,,,,,,,,,,0.89,,,,,7.2,,NER,7.2,2019
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),562,Niger,PRIMAR,G,FEMALE,SKILL_READ,PERCENT,,,,,,,,,,,,,2.07,,,,,15.9,,NER,15.9,2019
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),562,Niger,PRIMAR,G,MALE,SKILL_MATH,PERCENT,,,,,,,,,,,,,1.25,,,,,8.1,,NER,8.1,2019
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),562,Niger,PRIMAR,G,MALE,SKILL_READ,PERCENT,,,,,,,,,,,,,1.73,,,,,13.1,,NER,13.1,2019
